code,name,price,rise,change,exchange,amount
600000,浦发银行,13.78,0.36,0.05,10.40亿,4204.02亿
600004,白云机场,9.68,-1.63,-0.16,1.87亿,229.10亿
600006,东风股份,7.62,0.66,0.05,6.13亿,152.40亿
600007,中国国贸,20.47,-0.58,-0.12,5323.55万,206.19亿
600008,首创环保,3.13,-1.26,-0.04,2.80亿,229.76亿
600009,上海机场,31.95,-0.68,-0.22,5.03亿,613.02亿
600010,包钢股份,2.56,-3.40,-0.09,32.23亿,803.35亿
600011,华能国际,7.51,-0.53,-0.04,4.82亿,825.93亿
600012,皖通高速,14.20,-1.25,-0.18,9188.66万,165.52亿
600015,华夏银行,7.46,-0.53,-0.04,4.07亿,1147.89亿
600016,民生银行,4.51,-1.10,-0.05,9.83亿,1599.34亿
600017,日照港,3.14,-1.88,-0.06,1.06亿,96.58亿
600018,上港集团,5.56,-0.89,-0.05,3.27亿,1290.73亿
600019,宝钢股份,7.13,0.56,0.04,8.56亿,1553.06亿
600020,中原高速,4.39,-2.01,-0.09,6439.91万,98.66亿
600021,上海电力,19.24,3.89,0.72,54.51亿,541.94亿
600022,山东钢铁,1.49,-1.97,-0.03,1.07亿,159.41亿
600023,浙能电力,5.12,-0.58,-0.03,2.79亿,686.53亿
600025,华能水电,9.16,-1.40,-0.13,2.86亿,1648.80亿
600026,中远海能,10.46,-1.69,-0.18,3.10亿,363.46亿
600027,华电国际,5.38,-0.92,-0.05,4.15亿,457.86亿
600028,中国石化,5.75,-1.03,-0.06,9.04亿,5453.40亿
600029,南方航空,5.83,-1.35,-0.08,2.80亿,738.86亿
600030,中信证券,29.79,-3.22,-0.99,56.81亿,3627.39亿
600031,三一重工,20.80,-0.72,-0.15,12.06亿,1762.67亿
600032,浙江新能,7.46,-1.32,-0.10,6802.55万,179.39亿
600033,福建高速,3.52,-0.28,-0.01,1.38亿,96.60亿
600035,楚天高速,4.08,-0.97,-0.04,4884.10万,65.69亿
600036,招商银行,42.90,-1.24,-0.54,35.29亿,8849.82亿
600037,歌华有线,8.89,-1.88,-0.17,3.31亿,123.73亿
600038,中直股份,37.07,-5.41,-2.12,7.62亿,247.97亿
600039,四川路桥,8.89,-0.34,-0.03,2.29亿,597.01亿
600048,保利发展,7.73,-1.15,-0.09,13.66亿,925.32亿
600050,中国联通,5.49,-2.14,-0.12,22.27亿,1689.10亿
600051,宁波联合,7.13,-1.38,-0.10,4156.77万,22.17亿
600052,东望时代,4.74,1.28,0.06,1.36亿,40.01亿
600053,九鼎投资,17.04,-3.67,-0.65,2.07亿,73.88亿
600054,黄山旅游,12.20,-0.65,-0.08,1.54亿,62.62亿
600055,万东医疗,17.00,-2.86,-0.50,1.44亿,119.52亿
600056,中国医药,10.72,-1.83,-0.20,1.62亿,160.30亿
600057,厦门象屿,7.38,-0.27,-0.02,1.17亿,161.81亿
600058,五矿发展,9.40,-5.91,-0.59,2.97亿,100.76亿
600059,古越龙山,10.34,-1.05,-0.11,4.06亿,94.25亿
600060,海信视像,21.67,-1.81,-0.40,3.04亿,280.65亿
600061,国投资本,7.88,-2.72,-0.22,4.30亿,503.85亿
600062,华润双鹤,19.40,0.05,0.01,2.37亿,200.33亿
600063,皖维高新,4.95,-3.32,-0.17,2.35亿,95.33亿
