code,name,price,rise,change,exchange,amount
600000,浦发银行,12.29,1.15,0.14,7.96亿,3607.38亿
600004,白云机场,9.34,1.08,0.10,2.04亿,221.05亿
600006,东风股份,6.94,-2.25,-0.16,1.68亿,138.80亿
600007,中国国贸,21.73,0.18,0.04,5532.72万,218.88亿
600008,首创环保,3.17,-0.32,-0.01,2.88亿,232.70亿
600009,上海机场,32.60,0.12,0.04,3.26亿,625.49亿
600010,包钢股份,1.81,0.00,0.00,7.56亿,567.99亿
600011,华能国际,7.50,1.22,0.09,4.69亿,824.83亿
600012,皖通高速,17.37,0.58,0.10,4702.79万,202.46亿
600015,华夏银行,7.61,-1.04,-0.08,5.08亿,1170.97亿
600016,民生银行,4.15,-1.19,-0.05,6.47亿,1471.68亿
600017,日照港,3.19,-2.15,-0.07,3.61亿,98.11亿
600018,上港集团,5.81,-0.17,-0.01,2.71亿,1348.77亿
600019,宝钢股份,6.97,-0.57,-0.04,2.21亿,1518.21亿
600020,中原高速,4.66,0.00,0.00,4316.61万,104.73亿
600021,上海电力,9.11,-0.22,-0.02,2.95亿,238.42亿
600022,山东钢铁,1.33,-0.75,-0.01,5067.70万,142.29亿
600023,浙能电力,5.36,0.38,0.02,3.16亿,718.71亿
600025,华能水电,9.76,0.62,0.06,2.62亿,1756.80亿
600026,中远海能,10.73,-2.63,-0.29,6.07亿,372.84亿
600027,华电国际,5.96,1.19,0.07,6.45亿,507.22亿
600028,中国石化,5.78,-0.86,-0.05,5.91亿,5481.86亿
600029,南方航空,5.90,-0.51,-0.03,2.34亿,747.73亿
600030,中信证券,26.58,-1.81,-0.49,26.57亿,3236.53亿
600031,三一重工,19.20,-1.94,-0.38,11.18亿,1625.13亿
600032,浙江新能,7.63,-1.55,-0.12,9449.36万,183.48亿
600033,福建高速,3.65,-0.81,-0.03,1.17亿,100.17亿
600035,楚天高速,4.46,-0.45,-0.02,4856.66万,71.81亿
600036,招商银行,44.92,0.25,0.11,30.81亿,9266.52亿
600037,歌华有线,7.04,-1.81,-0.13,1.09亿,97.98亿
600038,中直股份,37.74,-1.07,-0.41,8.92亿,252.46亿
600039,四川路桥,9.29,0.22,0.02,1.12亿,622.77亿
600048,保利发展,8.25,-1.20,-0.10,5.90亿,987.56亿
600050,中国联通,5.44,-1.80,-0.10,16.51亿,1673.72亿
600051,宁波联合,7.18,-1.24,-0.09,2.13亿,22.32亿
600052,东望时代,4.14,-0.48,-0.02,1571.37万,34.95亿
600053,九鼎投资,14.76,-1.14,-0.17,2.89亿,63.99亿
600054,黄山旅游,11.42,-0.35,-0.04,6054.24万,58.62亿
600055,万东医疗,17.28,-1.99,-0.35,9357.42万,121.49亿
600056,中国医药,10.31,-0.19,-0.02,9592.55万,154.17亿
600057,厦门象屿,6.97,0.43,0.03,1.30亿,152.82亿
600058,五矿发展,7.36,0.41,0.03,4383.39万,78.89亿
600059,古越龙山,9.01,0.11,0.01,6222.87万,82.13亿
600060,海信视像,24.10,-0.54,-0.13,1.73亿,312.12亿
600061,国投资本,7.13,-1.38,-0.10,1.53亿,455.89亿
600062,华润双鹤,19.03,0.47,0.09,2.51亿,196.51亿
600063,皖维高新,4.39,-1.13,-0.05,7521.95万,84.55亿
600064,南京高科,7.46,-1.19,-0.09,7798.19万,129.08亿
600066,宇通客车,24.75,-3.13,-0.80,4.81亿,547.95亿
600067,冠城新材,2.79,-0.71,-0.02,4665.30万,38.83亿
600071,凤凰光学,20.30,-1.60,-0.33,5181.76万,57.16亿
600072,中船科技,12.19,-1.30,-0.16,1.21亿,132.06亿
600073,光明肉业,7.76,0.39,0.03,5124.20万,72.77亿
600075,新疆天业,4.30,0.70,0.03,6201.20万,73.42亿
600076,康欣新材,2.26,-0.44,-0.01,1.32亿,30.39亿
600078,澄星股份,5.34,-0.37,-0.02,9294.87万,35.38亿
600079,人福医药,20.28,-0.78,-0.16,1.98亿,312.96亿
600080,金花股份,7.18,-1.37,-0.10,2323.03万,26.80亿
600081,东风科技,13.42,-5.16,-0.73,2.08亿,74.22亿
600082,海泰发展,3.33,2.46,0.08,4899.14万,21.12亿
600084,中信尼雅,5.29,0.00,0.00,1070.29万,59.45亿
600085,同仁堂,37.18,0.11,0.04,3.87亿,509.91亿
600088,中视传媒,16.37,-0.91,-0.15,3107.10万,65.10亿
