code,name,price,rise,change,exchange,amount
600000,浦发银行,13.63,-1.66,-0.23,17.69亿,4156.74亿
600004,白云机场,10.01,0.70,0.07,3.54亿,236.91亿
600006,东风股份,7.55,-0.79,-0.06,3.95亿,151.00亿
600007,中国国贸,20.55,0.39,0.08,6486.40万,207.00亿
600008,首创环保,3.13,-0.64,-0.02,2.85亿,229.76亿
600009,上海机场,32.32,-1.01,-0.33,7.50亿,620.12亿
600010,包钢股份,2.79,-0.36,-0.01,58.33亿,875.52亿
600011,华能国际,7.38,0.68,0.05,7.53亿,811.63亿
600012,皖通高速,14.59,-2.99,-0.45,1.52亿,170.06亿
600015,华夏银行,7.57,-1.94,-0.15,15.09亿,1164.81亿
600016,民生银行,4.60,-1.92,-0.09,22.24亿,1631.26亿
600017,日照港,3.21,-0.62,-0.02,1.42亿,98.73亿
600018,上港集团,5.64,-1.91,-0.11,6.17亿,1309.30亿
600019,宝钢股份,6.93,-1.28,-0.09,18.12亿,1509.50亿
600020,中原高速,4.45,0.00,0.00,7823.18万,100.01亿
600021,上海电力,15.31,4.01,0.59,28.44亿,431.24亿
600022,山东钢铁,1.51,-0.66,-0.01,1.14亿,161.55亿
600023,浙能电力,5.08,-1.17,-0.06,11.12亿,681.16亿
600025,华能水电,9.12,-0.33,-0.03,4.33亿,1641.60亿
600026,中远海能,10.35,-1.90,-0.20,5.31亿,359.64亿
600027,华电国际,5.30,-0.56,-0.03,9.67亿,451.05亿
600028,中国石化,5.71,-0.87,-0.05,14.21亿,5415.47亿
600029,南方航空,6.04,0.17,0.01,4.92亿,765.47亿
600030,中信证券,31.48,-0.06,-0.02,78.70亿,3833.18亿
600031,三一重工,21.03,-0.94,-0.20,21.08亿,1782.16亿
600032,浙江新能,7.63,-0.26,-0.02,7225.75万,183.48亿
600033,福建高速,3.49,1.16,0.04,1.18亿,95.78亿
600035,楚天高速,4.16,-2.80,-0.12,1.78亿,66.98亿
600036,招商银行,42.89,-0.21,-0.09,58.97亿,8847.75亿
600037,歌华有线,8.90,-2.20,-0.20,2.05亿,123.87亿
600038,中直股份,40.43,0.97,0.39,4.85亿,270.45亿
600039,四川路桥,8.66,2.48,0.21,4.00亿,581.57亿
600048,保利发展,7.96,0.00,0.00,24.62亿,952.85亿
600050,中国联通,5.70,-1.21,-0.07,24.85亿,1753.71亿
600051,宁波联合,7.32,-0.81,-0.06,5098.37万,22.76亿
600052,东望时代,4.61,-1.50,-0.07,9651.35万,38.92亿
600053,九鼎投资,18.41,1.88,0.34,1.97亿,79.81亿
600054,黄山旅游,12.22,2.00,0.24,2.24亿,62.73亿
600055,万东医疗,17.73,1.08,0.19,2.11亿,124.65亿
600056,中国医药,10.86,0.09,0.01,1.79亿,162.40亿
600057,厦门象屿,7.13,-0.14,-0.01,1.14亿,156.33亿
600058,五矿发展,10.09,-5.26,-0.56,5.54亿,108.16亿
600059,古越龙山,10.40,3.69,0.37,3.09亿,94.80亿
600060,海信视像,22.10,0.23,0.05,2.89亿,286.22亿
600061,国投资本,8.34,-2.00,-0.17,5.73亿,533.26亿
