code,name,price,rise,change,exchange,amount
600000,浦发银行,12.54,-0.32,-0.04,4.68亿,3680.76亿
600004,白云机场,9.31,0.54,0.05,1.09亿,220.34亿
600006,东风股份,7.18,0.42,0.03,2.28亿,143.60亿
600007,中国国贸,21.80,-0.18,-0.04,3890.01万,219.59亿
600008,首创环保,3.06,0.33,0.01,1.65亿,224.62亿
600009,上海机场,31.79,-0.41,-0.13,2.16亿,609.95亿
600010,包钢股份,1.81,-0.55,-0.01,4.86亿,567.99亿
600011,华能国际,7.45,1.78,0.13,4.04亿,819.33亿
600012,皖通高速,17.80,0.79,0.14,6977.16万,207.48亿
600015,华夏银行,7.94,0.76,0.06,4.22亿,1221.75亿
600016,民生银行,4.72,-1.67,-0.08,9.33亿,1673.81亿
600017,日照港,3.14,0.64,0.02,8590.51万,96.58亿
600018,上港集团,5.80,0.35,0.02,1.30亿,1346.45亿
600019,宝钢股份,6.64,0.00,0.00,2.65亿,1446.33亿
600020,中原高速,4.95,0.81,0.04,4618.95万,111.24亿
600021,上海电力,8.97,0.90,0.08,2.64亿,234.76亿
600022,山东钢铁,1.31,0.77,0.01,1947.69万,140.15亿
600023,浙能电力,5.39,0.94,0.05,2.68亿,722.73亿
600025,华能水电,9.91,1.85,0.18,3.50亿,1783.80亿
600026,中远海能,11.15,3.15,0.34,15.28亿,387.44亿
600027,华电国际,5.97,2.23,0.13,5.93亿,508.07亿
600028,中国石化,5.96,0.85,0.05,14.96亿,5652.57亿
600029,南方航空,5.82,0.52,0.03,2.27亿,737.59亿
600030,中信证券,26.70,0.07,0.02,13.71亿,3251.14亿
600031,三一重工,18.03,1.24,0.22,8.34亿,1526.10亿
600032,浙江新能,7.58,-0.26,-0.02,3907.04万,182.27亿
600033,福建高速,3.61,0.28,0.01,7726.72万,99.07亿
600035,楚天高速,4.49,0.45,0.02,5175.10万,72.29亿
600036,招商银行,45.98,0.44,0.20,21.78亿,9485.19亿
600037,歌华有线,7.72,-0.52,-0.04,1.10亿,107.45亿
