code,name,price,rise,change,exchange,amount
600000,浦发银行,10.19,-1.07,-0.11,4.01亿,2990.99亿
600004,白云机场,9.13,-0.44,-0.04,7156.84万,216.08亿
600006,东风股份,6.83,-0.73,-0.05,1.79亿,136.60亿
600007,中国国贸,23.02,-1.83,-0.43,4288.90万,231.88亿
600008,首创环保,3.08,-1.28,-0.04,1.59亿,226.09亿
600009,上海机场,32.67,-0.64,-0.21,1.78亿,626.84亿
600010,包钢股份,1.79,-0.56,-0.01,4.24亿,563.80亿
600011,华能国际,6.41,-1.84,-0.12,2.35亿,704.95亿
600012,皖通高速,16.66,-0.42,-0.07,9471.64万,194.19亿
600015,华夏银行,7.56,-1.56,-0.12,2.89亿,1163.27亿
600016,民生银行,4.00,-0.99,-0.04,7.06亿,1418.48亿
600017,日照港,2.98,-1.97,-0.06,8218.02万,91.65亿
600018,上港集团,5.79,-2.03,-0.12,1.83亿,1344.12亿
600019,宝钢股份,6.60,-1.79,-0.12,3.74亿,1442.62亿
600020,中原高速,3.99,-1.97,-0.08,6438.81万,89.67亿
600021,上海电力,8.68,-1.14,-0.10,1.42亿,227.17亿
600022,山东钢铁,1.37,-0.72,-0.01,1.29亿,146.57亿
600023,浙能电力,5.25,-2.05,-0.11,1.90亿,703.96亿
600025,华能水电,9.05,-1.52,-0.14,2.59亿,1629.00亿
600026,中远海能,11.94,-5.54,-0.70,11.35亿,414.89亿
600027,华电国际,5.05,-2.13,-0.11,3.14亿,429.77亿
600028,中国石化,6.41,-2.58,-0.17,11.13亿,6079.36亿
600029,南方航空,6.20,1.14,0.07,2.68亿,785.75亿
600030,中信证券,26.89,-0.33,-0.09,16.99亿,3274.27亿
600031,三一重工,15.37,-1.28,-0.20,5.51亿,1300.95亿
600032,浙江新能,6.95,-1.14,-0.08,2741.98万,167.12亿
600033,福建高速,3.99,-0.50,-0.02,2.10亿,109.50亿
600035,楚天高速,4.29,-2.72,-0.12,5743.25万,69.07亿
600036,招商银行,39.00,-0.71,-0.28,17.48亿,8045.29亿
600037,歌华有线,6.72,-1.32,-0.09,8159.81万,93.53亿
600038,中直股份,37.26,1.17,0.43,1.63亿,219.64亿
600039,四川路桥,7.30,-0.81,-0.06,1.57亿,489.11亿
600048,保利发展,8.64,0.47,0.04,5.78亿,1034.25亿
600050,中国联通,4.86,-1.02,-0.05,7.92亿,1520.21亿
600051,宁波联合,6.29,-0.16,-0.01,1095.93万,19.55亿
600052,东望时代,4.22,0.48,0.02,1882.82万,35.63亿
600053,九鼎投资,13.31,-0.37,-0.05,5097.25万,57.70亿
600054,黄山旅游,10.80,-0.64,-0.07,3762.78万,55.44亿
600055,万东医疗,14.17,-1.32,-0.19,5164.85万,76.63亿
600056,中国医药,10.85,-0.82,-0.09,1.42亿,162.25亿
600057,厦门象屿,5.91,-0.17,-0.01,7987.07万,129.58亿
600058,五矿发展,6.81,-0.87,-0.06,2831.70万,73.00亿
600059,古越龙山,8.28,-0.72,-0.06,6125.49万,75.48亿
600060,海信视像,21.33,2.65,0.55,3.43亿,276.24亿
600061,国投资本,6.93,-0.72,-0.05,1.11亿,443.10亿
600062,华润双鹤,19.14,-0.05,-0.01,1.70亿,196.61亿
600063,皖维高新,3.81,-0.78,-0.03,5855.41万,73.38亿
600064,南京高科,7.17,-0.97,-0.07,9210.64万,124.07亿
600066,宇通客车,27.91,-1.73,-0.49,5.06亿,617.91亿
600067,冠城新材,2.50,-0.40,-0.01,2882.03万,34.79亿
600071,凤凰光学,21.43,-0.09,-0.02,1.74亿,60.34亿
