code,name,price,rise,change,exchange,amount
600000,浦发银行,10.59,-1.40,-0.15,4.83亿,3108.40亿
600004,白云机场,8.82,0.34,0.03,6593.49万,208.74亿
600006,东风股份,7.08,0.28,0.02,1.75亿,141.60亿
600007,中国国贸,22.48,-0.62,-0.14,4266.20万,226.44亿
600008,首创环保,3.16,0.96,0.03,2.19亿,231.96亿
600009,上海机场,32.26,0.53,0.17,1.57亿,618.97亿
600010,包钢股份,1.79,1.71,0.03,4.61亿,561.72亿
600011,华能国际,7.18,0.00,0.00,3.34亿,789.64亿
600012,皖通高速,17.45,-0.85,-0.15,3884.56万,203.40亿
600015,华夏银行,7.98,-0.25,-0.02,2.79亿,1227.90亿
600016,民生银行,3.95,-0.50,-0.02,4.98亿,1400.75亿
600017,日照港,3.11,0.00,0.00,1.10亿,95.65亿
600018,上港集团,5.50,0.36,0.02,1.04亿,1276.80亿
600019,宝钢股份,6.64,1.84,0.12,5.94亿,1446.33亿
600020,中原高速,4.41,0.92,0.04,4388.05万,99.11亿
600021,上海电力,9.11,2.36,0.21,6.84亿,238.42亿
600022,山东钢铁,1.30,0.78,0.01,4658.42万,139.09亿
600023,浙能电力,5.81,1.04,0.06,3.69亿,779.05亿
600025,华能水电,9.43,1.51,0.14,5.01亿,1697.40亿
600026,中远海能,10.31,1.18,0.12,2.72亿,358.25亿
600027,华电国际,5.88,1.21,0.07,5.63亿,500.41亿
600028,中国石化,5.68,-0.35,-0.02,4.28亿,5387.02亿
600029,南方航空,5.66,-0.70,-0.04,2.40亿,717.31亿
600030,中信证券,25.20,0.80,0.20,16.91亿,3068.49亿
600031,三一重工,19.09,0.21,0.04,5.60亿,1615.82亿
600032,浙江新能,8.15,2.90,0.23,2.97亿,195.98亿
600033,福建高速,3.65,1.11,0.04,9232.08万,100.17亿
600035,楚天高速,4.34,0.70,0.03,5956.38万,69.88亿
600036,招商银行,42.08,-0.31,-0.13,17.93亿,8680.66亿
600037,歌华有线,6.97,0.87,0.06,7929.93万,97.01亿
600038,中直股份,35.84,-0.17,-0.06,1.10亿,239.75亿
600039,四川路桥,8.86,0.11,0.01,1.71亿,593.94亿
600048,保利发展,8.76,-1.13,-0.10,17.28亿,1048.61亿
600050,中国联通,5.32,-0.19,-0.01,8.75亿,1636.80亿
600051,宁波联合,8.14,10.00,0.74,7670.31万,25.31亿
600052,东望时代,4.10,1.24,0.05,1573.01万,34.61亿
600053,九鼎投资,13.96,5.44,0.72,3.69亿,60.52亿
600054,黄山旅游,12.01,2.04,0.24,1.57亿,61.65亿
600055,万东医疗,17.58,0.00,0.00,9670.51万,123.60亿
600056,中国医药,10.11,0.00,0.00,5474.33万,151.18亿
600057,厦门象屿,6.50,1.25,0.08,1.57亿,142.51亿
600058,五矿发展,7.06,0.14,0.01,3582.32万,75.68亿
600059,古越龙山,9.19,5.88,0.51,4.71亿,83.77亿
600060,海信视像,23.30,-5.67,-1.40,6.43亿,301.76亿
600061,国投资本,6.87,0.73,0.05,1.48亿,439.27亿
600062,华润双鹤,18.16,-0.87,-0.16,1.81亿,187.53亿
600063,皖维高新,4.60,0.44,0.02,1.30亿,88.59亿
600064,南京高科,7.47,-0.13,-0.01,1.77亿,129.26亿
600066,宇通客车,27.56,-0.69,-0.19,2.47亿,610.16亿
600067,冠城新材,2.30,-1.29,-0.03,4805.63万,32.01亿
600071,凤凰光学,19.60,0.67,0.13,7514.71万,55.19亿
600072,中船科技,11.88,0.34,0.04,1.15亿,128.70亿
600073,光明肉业,8.10,-1.10,-0.09,1.18亿,75.96亿
600075,新疆天业,4.32,1.65,0.07,4184.81万,73.76亿
600076,康欣新材,2.09,1.46,0.03,6073.35万,28.10亿
600078,澄星股份,5.20,-0.38,-0.02,2260.24万,34.45亿
600079,人福医药,20.24,-1.07,-0.22,2.86亿,312.34亿
600080,金花股份,7.12,-2.60,-0.19,6612.38万,26.58亿
600081,东风科技,13.93,-0.14,-0.02,2.01亿,77.04亿
600082,海泰发展,3.00,-0.99,-0.03,4005.58万,19.03亿
600084,中信尼雅,5.45,0.00,0.00,1468.02万,61.24亿
600085,同仁堂,36.31,-0.17,-0.06,1.51亿,497.98亿
600088,中视传媒,16.49,0.36,0.06,4931.83万,65.58亿
600089,特变电工,11.58,0.09,0.01,1.79亿,585.11亿
600094,大名城,3.10,-0.96,-0.03,1.40亿,68.89亿
600095,湘财股份,8.37,4.23,0.34,15.19亿,239.31亿
600096,云天化,22.53,0.58,0.13,4.72亿,413.27亿
600097,开创国际,9.58,0.31,0.03,4070.83万,23.08亿
600098,广州发展,6.52,1.08,0.07,1.31亿,228.12亿
600099,林海股份,10.04,-0.59,-0.06,2811.82万,22.00亿
600100,同方股份,7.05,1.00,0.07,1.89亿,236.20亿
600101,明星电力,12.99,9.99,1.18,19.31亿,71.17亿
600103,青山纸业,2.14,0.00,0.00,6225.80万,47.34亿
600104,上汽集团,15.72,1.22,0.19,6.78亿,1819.64亿
600105,永鼎股份,6.33,0.48,0.03,8.54亿,92.54亿
600106,重庆路桥,5.09,-0.20,-0.01,6075.18万,67.65亿
600107,美尔雅,4.13,-0.24,-0.01,3629.06万,14.87亿
600108,亚盛集团,2.87,0.00,0.00,7994.54万,55.88亿
