code,name,price,exchange,amount
603698,航天工程,18.24,5.12亿,97.76亿
603699,纽威股份,23.45,1.01亿,175.66亿
603700,宁水集团,10.25,2697.16万,20.83亿
603701,德宏股份,13.21,2260.33万,34.53亿
603703,盛洋科技,12.00,1.36亿,49.80亿
603706,东方环宇,16.56,3694.48万,31.36亿
603707,健友股份,14.73,7042.87万,237.98亿
603708,XD家家悦,10.17,5987.73万,60.96亿
603709,中源家居,10.64,1867.25万,13.28亿
603711,香飘飘,16.92,4.53亿,69.50亿
603712,七一二,17.80,3.50亿,137.42亿
603713,密尔克卫,57.10,6899.05万,92.38亿
603716,塞力医疗,8.21,3.39亿,16.53亿
603717,天域生物,6.05,3606.01万,17.55亿
603718,海利生物,8.12,1.01亿,52.29亿
603719,良品铺子,12.28,1.12亿,49.24亿
603721,中广天择,32.86,9.89亿,42.72亿
603722,阿科力,47.01,1.28亿,41.34亿
603725,天安新材,6.67,3711.11万,19.12亿
603726,朗迪集团,18.21,1.32亿,33.51亿
603727,博迈科,11.83,6167.69万,33.33亿
603728,鸣志电器,52.20,6.79亿,218.66亿
603729,龙韵股份,15.91,9939.26万,14.85亿
603730,岱美股份,9.64,5139.77万,159.33亿
603733,仙鹤股份,19.72,9127.25万,139.22亿
603737,三棵树,45.05,2.15亿,237.42亿
603738,泰晶科技,15.93,2.68亿,62.02亿
603739,蔚蓝生物,13.82,1.42亿,34.97亿
603755,日辰股份,25.16,2558.49万,24.81亿
603757,大元泵业,20.07,1401.69万,33.06亿
603758,秦安股份,8.50,8812.65万,37.30亿
603759,海天股份,6.64,2990.81万,30.66亿
603766,隆鑫通用,8.09,2.40亿,166.13亿
603767,中马传动,12.61,8969.41万,38.92亿
603768,常青股份,14.00,6871.70万,28.56亿
603773,沃格光电,25.57,3.01亿,52.05亿
603776,永安行,14.75,8390.91万,33.85亿
603777,来伊份,10.51,3522.72万,35.26亿
603778,国晟科技,3.61,5550.08万,23.21亿
603779,威龙股份,11.20,2.48亿,37.19亿
603786,科博达,59.86,6173.23万,240.87亿
603787,新日股份,10.73,4600.64万,24.69亿
603788,宁波高发,14.26,4390.74万,31.81亿
603789,星光农机,8.70,5265.52万,22.62亿
603790,雅运股份,11.43,4249.48万,21.87亿
603797,联泰环保,4.04,2621.82万,23.60亿
603798,康普顿,8.52,4059.60万,21.85亿
603799,华友钴业,33.63,16.49亿,567.11亿
603800,洪田股份,25.30,2.11亿,52.62亿
603801,志邦家居,13.71,1.57亿,59.55亿
603803,瑞斯康达,7.50,8060.21万,31.87亿
603806,福斯特,16.75,5.34亿,436.96亿
603808,歌力思,7.51,8611.83万,27.72亿
603809,豪能股份,11.68,3.38亿,67.94亿
603810,丰山集团,10.35,1.09亿,17.10亿
603811,诚意药业,8.00,4377.81万,26.18亿
603813,原尚股份,12.29,1926.68万,11.05亿
603815,交建股份,6.91,7253.93万,42.77亿
603816,顾家家居,29.17,2.53亿,239.75亿
603817,海峡环保,5.62,3546.75万,30.03亿
603818,曲美家居,2.99,6791.95万,20.53亿
603819,神力股份,12.66,3.34亿,27.56亿
603822,嘉澳环保,43.17,1.22亿,33.17亿
603823,百合花,9.79,6338.91万,40.24亿
603825,华扬联众,13.43,3.54亿,34.02亿
603826,坤彩科技,26.09,1.35亿,170.94亿
603829,洛凯股份,14.46,4771.51万,23.14亿
603833,欧派家居,66.64,4.00亿,405.94亿
603836,海程邦达,12.91,2149.20万,26.50亿
603838,四通股份,6.30,2564.46万,20.16亿
603839,安正时尚,5.83,4643.24万,23.27亿
603843,正平股份,2.91,4684.65万,20.36亿
603848,好太太,14.95,7735.74万,59.95亿
603855,华荣股份,20.37,2848.79万,67.41亿
603856,东宏股份,11.56,2870.08万,29.64亿
603858,步长制药,16.87,1.08亿,186.59亿
603859,能科科技,30.45,10.22亿,74.51亿
603860,中公高科,31.69,6859.46万,21.13亿
603861,白云电器,9.48,2.77亿,40.21亿
603863,松炀资源,28.28,1.78亿,57.88亿
603866,桃李面包,6.42,7913.36万,102.70亿
603867,新化股份,25.78,1.84亿,47.85亿
603868,飞科电器,41.04,7556.99万,178.77亿
603871,嘉友国际,19.55,1.05亿,191.03亿
603876,鼎胜新材,10.05,2.30亿,89.19亿
603877,太平鸟,14.50,8907.75万,68.05亿
603878,武进不锈,5.60,5123.54万,31.42亿
603880,南卫股份,4.47,2498.50万,12.92亿
603881,数据港,16.82,2.68亿,100.69亿
603882,金域医学,33.07,2.54亿,153.99亿
603883,老百姓,18.12,5.97亿,137.33亿
603885,吉祥航空,13.61,4.61亿,299.28亿
603886,元祖股份,13.85,2344.64万,33.24亿
603887,城地香江,17.87,16.85亿,101.57亿
603888,新华网,24.70,4.41亿,128.20亿
603889,新澳股份,6.76,2925.39万,48.43亿
603890,春秋电子,11.60,1.55亿,50.93亿
603893,瑞芯微,84.80,6.66亿,354.54亿
603895,天永智能,20.11,8972.32万,21.73亿
603896,寿仙谷,21.91,5929.92万,43.44亿
603897,长城科技,20.69,7728.30万,42.71亿
603898,好莱客,8.89,3106.77万,27.67亿
603899,晨光股份,30.21,1.58亿,279.09亿
603900,莱绅通灵,6.26,8020.10万,21.31亿
603901,永创智能,6.92,6139.99万,33.48亿
603903,中持股份,6.77,3909.99万,13.70亿
603906,龙蟠科技,10.32,1.62亿,58.32亿
603908,牧高笛,23.00,4129.71万,21.47亿
603909,建发合诚,9.31,2038.21万,24.27亿
603912,佳力图,7.12,8084.30万,38.58亿
603915,国茂股份,10.50,9764.38万,68.95亿
603916,苏博特,7.95,3362.21万,33.41亿
603917,合力科技,13.13,1.50亿,26.76亿
603918,金桥信息,17.53,26.95亿,64.20亿
603919,金徽酒,21.10,7855.35万,107.03亿
603920,世运电路,30.70,11.23亿,204.32亿
603922,金鸿顺,22.16,1.54亿,39.71亿
603926,铁流股份,9.15,1630.13万,21.00亿
603927,中科软,23.84,6.16亿,198.12亿
603928,兴业股份,9.21,1.05亿,24.14亿
603929,亚翔集成,28.05,1.30亿,59.85亿
603931,格林达,26.45,1.61亿,52.78亿
603933,睿能科技,15.08,6788.25万,31.30亿
603936,博敏电子,8.93,2.07亿,56.29亿
603937,丽岛新材,8.93,2308.30万,18.65亿
603938,三孚股份,12.20,3716.24万,46.68亿
603939,益丰药房,24.40,2.41亿,295.78亿
603948,建业股份,19.14,3038.86万,31.10亿
603949,雪龙集团,11.56,2396.44万,24.30亿
603950,长源东谷,14.10,5110.45万,45.70亿
603955,大千生态,22.72,6.50亿,30.84亿
603956,威派格,5.61,3617.39万,28.10亿
603958,哈森股份,12.87,2.14亿,28.23亿
603960,克来机电,22.86,3.77亿,59.93亿
603966,法兰泰克,7.60,4933.17万,27.26亿
603967,中创物流,9.80,4002.49万,33.97亿
603968,醋化股份,9.98,1690.40万,20.41亿
603969,银龙股份,5.55,1.02亿,46.71亿
603970,中农立华,16.42,2.23亿,44.14亿
603976,正川股份,16.52,2252.76万,24.98亿
603977,国泰集团,13.20,7425.35万,82.00亿
603978,深圳新星,17.44,2.24亿,36.25亿
603979,金诚信,40.20,2.70亿,250.75亿
603980,吉华集团,4.21,2908.27万,28.49亿
603982,泉峰汽车,9.16,4819.19万,24.02亿
603983,丸美股份,30.80,5383.66万,123.51亿
603985,恒润股份,12.79,1.68亿,56.39亿
603986,兆易创新,89.59,19.49亿,595.54亿
603987,康德莱,7.56,3917.45万,33.34亿
603988,中电电机,17.89,2.60亿,42.08亿
603989,艾华集团,14.94,9599.56万,59.93亿
603990,麦迪科技,10.10,1.15亿,30.93亿
603991,至正股份,74.41,6.12亿,55.46亿
603992,松霖科技,19.69,2.12亿,81.36亿
603993,洛阳钼业,7.46,11.01亿,1317.87亿
603995,甬金股份,19.05,6005.83万,69.65亿
603997,继峰股份,12.60,7587.12万,159.53亿
603998,方盛制药,11.44,6787.59万,50.19亿
603999,读者传媒,5.97,7463.80万,34.39亿
605001,威奥股份,6.02,5351.94万,23.65亿
605003,众望布艺,19.08,3678.09万,20.99亿
605005,合兴股份,16.39,2535.36万,65.72亿
605006,山东玻纤,4.95,1720.11万,29.70亿
605007,五洲特纸,12.93,2822.58万,51.92亿
605008,长鸿高科,12.41,3056.24万,79.72亿
605009,豪悦护理,38.99,7044.27万,60.30亿
605011,杭州热电,22.78,1.01亿,91.14亿
605016,百龙创园,17.37,3824.04万,56.12亿
605018,长华集团,8.21,3355.03万,38.59亿
605020,永和股份,17.75,6598.19万,67.11亿
605028,世茂能源,18.69,987.77万,29.90亿
605033,美邦股份,12.50,1202.34万,16.90亿
605050,福然德,9.15,2359.29万,45.09亿
605055,迎丰股份,5.27,2187.72万,23.19亿
605056,咸亨国际,12.96,4833.84万,52.40亿
605058,澳弘电子,19.63,2887.44万,28.06亿
605060,联德股份,16.54,2914.16万,39.79亿
605066,天正电气,5.84,3755.12万,29.34亿
605068,明新旭腾,13.53,2359.73万,21.94亿
605069,正和生态,8.43,6669.99万,7.09亿
605077,华康股份,14.97,5318.21万,44.46亿
605080,浙江自然,18.77,4421.12万,26.57亿
605081,太和水,13.60,6254.56万,15.40亿
605086,龙高股份,26.90,6904.51万,48.20亿
605088,冠盛股份,22.67,2.53亿,39.30亿
605089,味知香,23.60,5941.09万,32.57亿
605090,九丰能源,27.93,1.53亿,75.08亿
605098,行动教育,35.07,8739.29万,41.82亿
605099,共创草坪,19.84,2945.19万,79.38亿
605100,华丰股份,13.52,1.25亿,22.97亿
605108,同庆楼,23.20,2.66亿,60.32亿
605111,新洁能,36.16,7.60亿,150.18亿
605116,奥锐特,21.90,3666.20万,87.05亿
605117,德业股份,94.52,13.09亿,575.78亿
605118,力鼎光电,16.35,5939.70万,66.56亿
605122,四方新材,11.72,2404.54万,20.20亿
605123,派克新材,58.36,1.08亿,70.72亿
605128,上海沿浦,35.08,5214.81万,41.54亿
605133,嵘泰股份,22.00,1.03亿,40.49亿
605136,丽人丽妆,7.82,1.07亿,31.32亿
605138,盛泰集团,5.53,1563.50万,30.72亿
605151,西上海,17.29,6447.13万,23.26亿
605155,西大门,9.76,2583.92万,18.46亿
605158,华达新材,8.72,6209.98万,44.60亿
605162,新中港,7.00,4288.26万,28.04亿
605166,聚合顺,10.85,3863.53万,34.24亿
605167,利柏特,9.42,1.56亿,42.30亿
605168,三人行,32.84,2.30亿,69.23亿
605169,洪通燃气,10.33,3551.67万,13.67亿
605177,东亚药业,18.60,2975.86万,21.34亿
605178,时空科技,20.69,1.20亿,20.54亿
605179,一鸣食品,10.28,3781.50万,41.22亿
605180,华生科技,12.61,4773.97万,21.31亿
605183,确成股份,17.40,4421.05万,72.36亿
605186,健麾信息,24.14,8382.19万,32.83亿
605188,国光连锁,6.79,3197.86万,33.65亿
605189,富春染织,13.00,1529.65万,19.47亿
605196,华通线缆,10.92,2.08亿,55.79亿
605198,安德利,26.12,4324.43万,70.66亿
605199,葫芦娃,12.96,4934.96万,51.85亿
605208,永茂泰,7.11,5670.54万,23.46亿
605218,伟时电子,27.50,3.89亿,58.53亿
605222,起帆电缆,16.06,5320.04万,66.31亿
605228,神通科技,8.75,4679.52万,36.99亿
605255,天普股份,13.23,4025.78万,17.74亿
605258,协和电子,28.62,5913.65万,25.19亿
605259,绿田机械,15.37,1780.09万,26.51亿
605266,健之佳,25.50,1.73亿,35.88亿
605268,王力安防,8.55,1.32亿,37.28亿
605277,新亚电子,13.25,1.16亿,41.60亿
605286,同力日升,29.77,1.37亿,50.01亿
605287,德才股份,12.94,2783.33万,12.93亿
605288,凯迪股份,34.09,1644.22万,23.93亿
605289,罗曼股份,26.33,9591.35万,28.53亿
605296,神农集团,28.88,7985.93万,19.94亿
605298,必得科技,12.86,5698.22万,23.47亿
605299,舒华体育,7.66,2338.80万,31.43亿
605300,佳禾食品,12.32,1953.01万,49.28亿
605303,园林股份,8.39,2296.17万,13.53亿
605305,中际联合,26.95,1.27亿,57.27亿
605318,法狮龙,20.67,9695.64万,26.03亿
605319,无锡振华,19.99,6728.24万,42.95亿
605333,沪光股份,34.60,1.65亿,151.12亿
605336,帅丰电器,12.18,6059.91万,22.34亿
605337,李子园,10.55,9442.71万,41.61亿
605338,巴比食品,16.53,2782.35万,40.99亿
605339,南侨食品,17.16,1625.04万,72.81亿
605358,立昂微,27.58,4.57亿,185.16亿
605365,立达信,15.64,4522.07万,78.51亿
605366,宏柏新材,6.33,4538.75万,38.37亿
605368,蓝天燃气,11.42,6523.88万,75.91亿
605369,拱东医疗,31.07,2324.27万,48.96亿
605376,博迁新材,27.87,2.64亿,72.91亿
605377,华旺科技,12.50,6152.00万,58.09亿
605378,野马电池,17.22,5602.59万,32.15亿
605388,均瑶健康,5.70,2730.55万,34.23亿
605389,长龄液压,23.25,4138.66万,31.68亿
605398,新炬网络,20.28,2.04亿,33.00亿
605399,晨光新材,11.94,3651.14万,37.24亿
605488,福莱新材,13.85,8782.76万,25.82亿
605499,东鹏饮料,215.71,4.36亿,1121.72亿
605500,森林包装,7.26,1686.68万,30.09亿
605507,国邦医药,20.41,5704.83万,61.58亿
605555,德昌股份,19.01,2.06亿,25.80亿
605566,福莱蒽特,16.96,3058.06万,10.56亿
605567,春雪食品,8.77,2702.83万,17.54亿
605577,龙版传媒,16.75,1.38亿,74.44亿
605580,恒盛能源,9.62,6195.54万,26.94亿
605588,冠石科技,46.86,1.32亿,34.25亿
605589,圣泉集团,23.23,4.17亿,180.86亿
605598,上海港湾,20.49,1.29亿,49.79亿
605599,菜百股份,10.99,3781.80万,85.48亿
688001,华兴源创,30.39,9788.21万,134.58亿
688002,睿创微纳,47.00,5.08亿,210.78亿
688003,天准科技,49.80,5.57亿,96.31亿
688004,博汇科技,19.91,3137.13万,15.95亿
688005,容百科技,36.90,8.47亿,116.40亿
688006,杭可科技,21.25,1.75亿,128.28亿
688007,光峰科技,17.53,3.12亿,80.51亿
688008,澜起科技,68.73,25.65亿,785.27亿
688009,中国通号,6.62,3.13亿,570.71亿
688010,福光股份,32.95,2.49亿,52.91亿
688011,新光光电,18.60,1673.33万,18.60亿
688012,中微公司,212.20,44.13亿,1320.32亿
688013,天臣医疗,18.81,1890.11万,15.27亿
688015,交控科技,20.55,5261.61万,38.77亿
688016,心脉医疗,103.58,2.67亿,127.67亿
688017,绿的谐波,111.00,8.19亿,187.33亿
688018,乐鑫科技,124.03,2.58亿,139.16亿
688019,安集科技,151.49,4.49亿,195.75亿
688020,方邦股份,38.33,7578.74万,30.92亿
688021,奥福环保,11.79,1389.08万,9.01亿
688022,瀚川智能,13.82,1.02亿,24.31亿
688023,安恒信息,51.29,2.20亿,52.35亿
688025,杰普特,55.23,2.87亿,52.50亿
688026,洁特生物,14.51,3192.00万,20.35亿
688027,国盾量子,260.13,12.85亿,209.08亿
688028,沃尔德,18.48,4369.80万,26.46亿
688029,南微医学,73.35,1.75亿,137.79亿
688030,山石网科,17.03,2942.32万,30.69亿
688031,星环科技-U,42.44,1.87亿,39.76亿
688032,禾迈股份,139.90,3.34亿,86.80亿
688033,天宜上佳,6.87,1.22亿,38.62亿
688035,德邦科技,37.30,1.22亿,33.13亿
688036,传音控股,94.62,12.00亿,1079.00亿
688037,芯源微,98.90,9.51亿,198.65亿
688038,中科通达,13.83,4542.49万,16.09亿
688039,当虹科技,31.70,3.34亿,35.48亿
688041,海光信息,121.90,28.92亿,1080.71亿
688045,必易微,35.20,6800.23万,12.99亿
688046,药康生物,13.42,5400.70万,27.37亿
688047,龙芯中科,138.08,7.96亿,386.13亿
688048,长光华芯,43.24,2.03亿,43.08亿
688049,炬芯科技,34.85,4.18亿,37.92亿
688050,爱博医疗,95.55,2.11亿,181.11亿
688051,佳华科技,24.02,2640.27万,18.58亿
688052,纳芯微,119.90,3.36亿,111.92亿
688053,思科瑞,26.69,5222.89万,11.55亿
688055,龙腾光电,4.39,9392.80万,146.33亿
688056,莱伯泰科,30.29,1744.60万,20.37亿
688057,金达莱,11.66,3655.37万,32.18亿
688058,宝兰德,35.39,6949.41万,27.49亿
688059,华锐精密,48.45,4929.63万,29.97亿
688060,云涌科技,40.44,2124.03万,24.34亿
688061,灿瑞科技,30.50,4883.65万,13.21亿
688062,迈威生物-U,23.80,8976.39万,48.59亿
688063,派能科技,48.04,3.92亿,117.87亿
688065,凯赛生物,46.81,2.04亿,273.08亿
688066,航天宏图,24.03,3.48亿,62.78亿
688067,爱威科技,17.97,2966.09万,12.22亿
688068,热景生物,32.19,1.91亿,29.77亿
688069,德林海,15.82,1400.33万,17.88亿
688070,纵横股份,39.71,5939.21万,34.78亿
688071,华依科技,24.20,4379.09万,20.52亿
688072,拓荆科技,184.00,16.02亿,283.07亿
688073,毕得医药,41.70,9275.90万,18.03亿
688075,安旭生物,37.76,3205.66万,12.00亿
688076,诺泰生物,54.22,2.63亿,119.16亿
688077,大地熊,25.14,1.01亿,28.62亿
688078,龙软科技,28.93,3346.78万,21.09亿
688079,美迪凯,8.95,4302.77万,35.92亿
688080,映翰通,34.93,8786.81万,25.71亿
688081,兴图新科,13.88,2460.52万,14.30亿
688082,盛美上海,108.54,3.11亿,82.34亿
688083,中望软件,100.72,2.42亿,122.18亿
688084,晶品特装,54.32,5555.26万,19.60亿
688085,三友医疗,21.16,2519.60万,52.57亿
688087,英科再生,28.80,2820.24万,53.64亿
688088,虹软科技,35.60,4.06亿,142.82亿
688089,嘉必优,22.78,3.16亿,38.34亿
688090,瑞松科技,64.80,1.46亿,61.04亿
688091,上海谊众,42.80,4.80亿,88.07亿
688092,爱科科技,22.55,4531.86万,18.65亿
688093,世华科技,20.13,4023.03万,51.14亿
688095,福昕软件,82.60,6.58亿,75.53亿
688096,京源环保,8.98,1414.68万,13.68亿
688097,博众精工,23.91,1.38亿,106.07亿
688098,申联生物,5.31,2023.24万,21.81亿
688099,晶晨股份,67.93,5.39亿,284.28亿
688100,威胜信息,38.19,7817.70万,187.77亿
688101,三达膜,13.70,4078.43万,45.49亿
688102,斯瑞新材,9.59,1.43亿,40.11亿
688103,国力股份,43.58,1.01亿,41.54亿
688105,诺唯赞,24.77,6077.15万,98.91亿
688106,金宏气体,18.81,1.43亿,90.66亿
688107,安路科技,29.01,1.26亿,116.29亿
688108,赛诺医疗,10.26,1.34亿,42.42亿
688109,品茗科技,28.60,6108.92万,22.55亿
688110,东芯股份,22.64,2.98亿,62.61亿
688111,金山办公,287.88,31.71亿,1331.52亿
688112,鼎阳科技,30.61,5158.31万,14.06亿
688113,联测科技,32.71,1557.83万,21.06亿
688114,华大智造,49.18,1.28亿,104.72亿
688115,思林杰,43.00,8277.62万,18.12亿
688116,天奈科技,40.07,16.75亿,138.07亿
688117,圣诺生物,29.79,9594.86万,33.36亿
688118,普元信息,23.41,1.04亿,22.00亿
688119,中钢洛耐,4.17,4217.41万,23.83亿
688120,华海清科,182.49,9.93亿,310.18亿
688121,卓然股份,12.68,3493.66万,17.95亿
688122,西部超导,46.17,4.91亿,299.95亿
688123,聚辰股份,58.02,3.55亿,91.34亿
688125,安达智能,41.49,2169.76万,9.06亿
688126,沪硅产业,22.06,6.83亿,600.10亿
688127,蓝特光学,24.79,2.01亿,99.55亿
688128,中国电研,21.55,9599.97万,87.17亿
688129,东来技术,15.97,2499.49万,19.24亿
688130,晶华微,29.52,5772.44万,8.85亿
688131,皓元医药,39.66,1.64亿,81.76亿
688132,邦彦技术,18.00,8697.79万,19.53亿
688133,泰坦科技,23.46,1.04亿,38.58亿
688135,利扬芯片,18.34,6492.73万,36.74亿
688136,科兴制药,17.22,1862.28万,34.38亿
688137,近岸蛋白,35.88,2016.31万,11.72亿
688138,清溢光电,26.17,1.40亿,69.82亿
688139,海尔生物,34.70,1.55亿,110.33亿
688141,杰华特,23.55,5.58亿,61.75亿
688143,长盈通,24.05,3.00亿,22.38亿
688146,中船特气,32.43,1.21亿,46.24亿
688147,微导纳米,30.33,2.09亿,29.07亿
688148,芳源股份,5.97,1.00亿,30.46亿
688150,莱特光电,21.93,1.97亿,39.21亿
688151,华强科技,16.67,2203.71万,17.03亿
688152,麒麟信安,68.65,2.38亿,21.32亿
688153,唯捷创芯,44.34,3.28亿,50.44亿
688155,先惠技术,43.06,1.53亿,53.85亿
688156,路德环境,13.55,1733.23万,12.52亿
688157,松井股份,46.58,4963.51万,52.05亿
688158,优刻得-W,14.73,2.45亿,59.25亿
688159,有方科技,32.91,1.51亿,30.17亿
688160,步科股份,49.19,1.17亿,41.32亿
688161,威高骨科,28.50,3112.77万,114.00亿
688162,巨一科技,22.23,2862.72万,13.90亿
688163,赛伦生物,19.21,4671.86万,8.52亿
688165,埃夫特-U,11.68,2.98亿,60.94亿
688166,博瑞医药,31.22,5.81亿,131.89亿
688167,炬光科技,71.54,2.33亿,49.21亿
688168,安博通,42.83,1.45亿,32.77亿
688169,石头科技,218.95,6.42亿,404.45亿
688170,德龙激光,26.30,7997.73万,20.94亿
688171,纬德信息,19.46,2185.36万,9.99亿
688172,燕东微,25.13,5.64亿,145.93亿
688173,希荻微,--,--,28.16亿
688175,高凌信息,17.31,5617.56万,10.13亿
688176,亚虹医药-U,7.60,8369.62万,28.23亿
688177,百奥泰,22.16,7744.23万,91.76亿
688178,万德斯,12.87,1518.35万,10.94亿
688179,阿拉丁,15.03,7697.24万,41.69亿
688180,君实生物-U,29.42,2.23亿,224.93亿
688181,八亿时空,27.52,1.49亿,37.01亿
688182,灿勤科技,18.79,1.29亿,18.79亿
688183,生益电子,32.28,2.08亿,268.51亿
688184,帕瓦股份,15.22,3138.63万,15.63亿
688185,康希诺,63.96,1.91亿,73.41亿
688186,广大特材,13.77,4723.40万,29.50亿
688187,时代电气,49.80,2.36亿,139.10亿
688188,柏楚电子,192.00,2.07亿,394.47亿
688189,南新制药,7.49,4444.94万,20.55亿
688190,云路股份,85.09,5216.22万,51.75亿
688191,智洋创新,19.30,5853.90万,29.75亿
688192,迪哲医药-U,44.71,1.19亿,55.03亿
688193,仁度生物,41.87,3478.11万,12.67亿
688195,腾景科技,40.79,3.01亿,52.76亿
688196,卓越新能,27.56,6873.55万,33.07亿
688197,首药控股-U,33.52,3303.52万,18.69亿
688198,佰仁医疗,117.03,3893.65万,160.79亿
688199,久日新材,16.04,4056.49万,25.86亿
688200,华峰测控,116.45,2.10亿,157.72亿
688201,信安世纪,10.34,1.48亿,31.28亿
688202,美迪西,37.02,1.29亿,49.86亿
688203,海正生材,10.30,1316.89万,12.13亿
688205,德科立,62.50,3.74亿,42.41亿
688206,概伦电子,22.44,1.66亿,39.73亿
688207,格灵深瞳,15.86,2.43亿,28.34亿
688208,道通科技,32.72,4.51亿,147.85亿
688209,英集芯,17.15,1.62亿,50.68亿
688210,统联精密,22.31,2.38亿,23.90亿
688211,中科微至,31.10,1811.42万,20.22亿
688212,澳华内镜,51.41,5844.06万,69.19亿
688213,思特威-W,71.15,7.04亿,228.54亿
688215,瑞晟智能,22.55,1204.43万,11.74亿
688216,气派科技,22.97,5495.01万,24.41亿
688217,睿昂基因,21.58,5227.44万,12.05亿
688218,江苏北人,18.30,5554.89万,21.69亿
688219,会通股份,9.01,3178.47万,41.38亿
688220,翱捷科技-U,40.70,2.37亿,91.42亿
688221,前沿生物-U,7.25,3492.85万,27.16亿
688222,成都先导,13.41,1.67亿,53.73亿
688223,晶科能源,8.44,4.15亿,262.37亿
688225,亚信安全,19.40,1.38亿,37.06亿
688226,威腾电气,18.95,6174.70万,29.66亿
688227,品高股份,26.00,8228.99万,16.42亿
688228,开普云,50.02,2.20亿,33.77亿
688229,博睿数据,45.98,6070.92万,20.42亿
688230,芯导科技,49.50,1.32亿,14.55亿
688231,隆达股份,15.40,2535.04万,19.47亿
688232,新点软件,34.51,9269.76万,34.20亿
688233,神工股份,27.21,1.26亿,46.34亿
688234,天岳先进,64.02,5.75亿,169.25亿
688235,百济神州-U,165.32,3.33亿,190.21亿
688236,春立医疗,14.17,2942.40万,11.24亿
688237,超卓航科,26.40,2662.26万,11.64亿
688238,和元生物,5.79,8121.04万,27.02亿
688239,航宇科技,41.20,1.17亿,60.44亿
688244,永信至诚,30.56,6750.49万,15.12亿
688246,嘉和美康,29.99,7749.75万,30.27亿
688247,宣泰医药,11.32,5822.84万,16.11亿
688248,南网科技,34.81,1.35亿,79.51亿
688249,晶合集成,25.16,24.10亿,296.07亿
688251,井松智能,17.80,1487.87万,9.20亿
688252,天德钰,22.95,1.38亿,41.85亿
688253,英诺特,42.63,8999.04万,29.33亿
688255,凯尔达,23.01,2473.74万,16.13亿
688256,寒武纪-U,453.68,43.92亿,1893.92亿
688257,新锐股份,16.56,2736.80万,21.98亿
688258,卓易信息,34.68,1.41亿,42.01亿
688259,创耀科技,43.32,1.33亿,34.98亿
688260,昀冢科技,19.59,1.21亿,23.51亿
688261,东微半导,48.76,1.75亿,40.23亿
688262,国芯科技,28.90,5.37亿,76.40亿
688265,南模生物,27.10,1048.92万,13.38亿
688266,泽璟制药-U,65.22,1.80亿,172.64亿
688267,中触媒,22.67,6827.19万,20.04亿
688268,华特气体,53.13,1.10亿,63.87亿
688269,凯立新材,27.83,4213.58万,36.37亿
688270,臻镭科技,35.30,2.81亿,50.91亿
688271,联影医疗,135.00,5.28亿,800.95亿
688272,富吉瑞,18.27,2419.85万,13.89亿
688273,麦澜德,25.51,1813.79万,9.39亿
688275,万润新能,50.02,1.35亿,42.32亿
688276,百克生物,26.47,9452.68万,109.50亿
688277,天智航-U,10.23,5855.20万,45.97亿
688278,特宝生物,74.64,1.38亿,303.64亿
688279,峰岹科技,135.81,1.55亿,75.86亿
688280,精进电动-UW,5.41,4882.62万,24.87亿
688281,华秦科技,100.43,1.35亿,48.88亿
688283,坤恒顺维,28.21,2091.54万,24.12亿
688285,高铁电气,7.66,1913.64万,28.82亿
688286,敏芯股份,52.97,8044.40万,29.65亿
688288,鸿泉物联,17.37,5775.81万,17.48亿
688289,圣湘生物,22.51,1.94亿,131.10亿
688290,景业智能,34.00,3269.97万,20.68亿
688291,金橙子,20.54,2447.50万,6.92亿
688292,浩瀚深度,23.01,9425.91万,20.71亿
688293,奥浦迈,41.70,5446.36万,32.79亿
688295,中复神鹰,21.21,6655.35万,30.68亿
688296,和达科技,12.65,2507.27万,13.59亿
688297,中无人机,44.19,5.68亿,120.03亿
688298,东方生物,32.19,8818.07万,64.90亿
688299,长阳科技,18.12,4.64亿,51.97亿
688300,联瑞新材,51.51,1.93亿,95.68亿
688301,奕瑞科技,112.20,2.69亿,160.21亿
688302,海创药业-U,36.46,3594.82万,26.52亿
688303,大全能源,26.97,3.53亿,148.99亿
688305,科德数控,73.99,1.55亿,75.25亿
688306,均普智能,5.96,1.12亿,27.90亿
688307,中润光学,25.46,6638.96万,14.52亿
688308,欧科亿,20.33,4321.01万,32.28亿
688309,恒誉环保,14.30,860.97万,11.44亿
688310,迈得医疗,12.65,3050.81万,21.03亿
688311,盟升电子,34.03,1.55亿,56.12亿
688312,燕麦科技,31.88,1.17亿,46.18亿
688313,仕佳光子,14.30,2.74亿,65.61亿
688314,康拓医疗,28.35,2462.64万,23.03亿
688315,诺禾致源,13.05,4255.14万,54.31亿
688316,青云科技-U,41.04,1.18亿,14.75亿
688317,之江生物,17.83,3212.86万,34.26亿
688318,财富趋势,177.63,22.31亿,324.96亿
688319,欧林生物,10.57,3712.89万,42.85亿
688320,禾川科技,33.04,3.33亿,34.88亿
688321,微芯生物,22.63,1.68亿,92.28亿
688322,奥比中光-UW,32.01,1.96亿,82.29亿
688323,瑞华泰,14.35,3875.32万,25.83亿
688325,赛微微电,51.92,1.25亿,19.89亿
688326,经纬恒润-W,88.57,2.78亿,70.39亿
688327,云从科技-UW,13.17,7.54亿,99.04亿
688328,深科达,18.31,7494.63万,17.29亿
688329,艾隆科技,16.81,1688.42万,9.10亿
688330,宏力达,27.95,6035.32万,39.13亿
688331,荣昌生物,33.14,1.35亿,53.67亿
