code,name,price,exchange,amount
000790,华神科技,4.17,7736.15万,25.97亿
000791,甘肃能源,6.19,1.13亿,99.07亿
000792,盐湖股份,18.43,9.90亿,1001.26亿
000793,华闻集团,2.87,5.77亿,56.28亿
000795,英洛华,10.73,19.82亿,121.64亿
000796,凯撒旅业,4.37,1.08亿,42.38亿
000797,中国武夷,2.94,1.66亿,46.17亿
000798,中水渔业,7.72,8410.65万,28.24亿
000799,酒鬼酒,59.90,7.85亿,194.63亿
000800,一汽解放,8.72,1.90亿,403.07亿
000801,四川九洲,12.10,4.90亿,123.76亿
000802,北京文化,6.92,1.16亿,49.51亿
000803,山高环能,5.12,1.77亿,23.49亿
000807,云铝股份,14.76,3.94亿,511.86亿
000809,*ST和展,2.69,3494.60万,22.19亿
000810,创维数字,12.52,4.91亿,139.92亿
000811,冰轮环境,10.96,1.65亿,81.74亿
000812,陕西金叶,5.11,9.12亿,39.25亿
000813,德展健康,2.89,8597.83万,62.56亿
000815,美利云,9.68,2.25亿,67.30亿
000816,智慧农业,2.62,7672.61万,37.64亿
000818,航锦科技,19.97,6.21亿,135.27亿
000819,岳阳兴长,19.13,2.25亿,66.73亿
000820,神雾节能,3.99,4725.87万,11.48亿
000821,京山轻机,14.26,5.37亿,86.31亿
000822,山东海化,5.58,5591.55万,49.95亿
000823,超声电子,9.57,1.16亿,51.39亿
000825,太钢不锈,3.61,1.47亿,205.63亿
000826,启迪环境,2.67,3.22亿,38.05亿
000828,东莞控股,11.10,1.54亿,115.39亿
000829,天音控股,14.76,7.47亿,151.16亿
000830,鲁西化工,12.05,4.75亿,229.38亿
000831,中国稀土,31.68,15.52亿,336.19亿
000833,粤桂股份,11.53,5.30亿,52.31亿
000837,秦川机床,9.14,2.21亿,88.74亿
000838,财信发展,2.90,7527.58万,30.56亿
000839,中信国安,3.47,5.58亿,136.02亿
000848,承德露露,9.14,1.85亿,95.01亿
000850,华茂股份,4.31,8639.40万,40.66亿
000851,ST高鸿,3.89,3.65亿,44.03亿
000852,石化机械,5.98,1.09亿,56.27亿
000856,冀东装备,7.70,3839.75万,17.48亿
000858,五 粮 液,151.29,38.94亿,5872.36亿
000859,国风新材,5.43,2.57亿,48.64亿
000860,顺鑫农业,19.23,3.83亿,142.64亿
000862,银星能源,5.42,6856.89万,34.04亿
000863,三湘印象,3.66,1.18亿,42.59亿
000868,安凯客车,5.28,1.95亿,38.72亿
000869,张  裕Ａ,23.63,4516.89万,107.54亿
000875,吉电股份,5.61,3.82亿,156.52亿
000876,新 希 望,9.74,2.44亿,439.44亿
000877,天山股份,6.28,1.17亿,114.43亿
000878,云南铜业,13.05,3.79亿,261.47亿
000880,潍柴重机,13.28,5.85亿,21.54亿
000881,中广核技,7.77,1.33亿,61.41亿
000882,华联股份,1.75,2.30亿,47.87亿
000883,湖北能源,4.92,1.94亿,318.80亿
000885,城发环境,13.58,1.26亿,87.19亿
000886,海南高速,6.45,3.44亿,63.07亿
000887,中鼎股份,13.17,2.89亿,173.10亿
000888,峨眉山Ａ,12.88,2.17亿,67.87亿
000889,ST中嘉,2.18,5364.20万,18.96亿
000890,法尔胜,3.53,3841.09万,14.81亿
000892,欢瑞世纪,3.25,1.08亿,23.10亿
000893,亚钾国际,20.47,2.19亿,166.18亿
000895,双汇发展,24.92,3.42亿,863.26亿
000897,津滨发展,2.49,1.04亿,40.27亿
000898,鞍钢股份,2.36,9821.41万,187.79亿
000899,赣能股份,8.59,1.05亿,83.81亿
000900,现代投资,4.14,5907.47万,62.84亿
000901,航天科技,12.60,9.66亿,100.57亿
000902,新洋丰,13.07,1.01亿,149.36亿
000903,云内动力,2.95,1.82亿,56.65亿
000905,厦门港务,6.45,6280.14万,47.85亿
000906,浙商中拓,6.46,2.37亿,45.35亿
000908,*ST景峰,6.14,4.34亿,48.44亿
000909,ST数源,5.10,6524.08万,22.32亿
000910,大亚圣象,7.38,3666.23万,40.38亿
000911,广农糖业,7.52,8356.90万,24.37亿
000912,泸天化,4.30,7372.11万,67.42亿
000913,钱江摩托,17.44,1.61亿,80.41亿
000915,华特达因,26.04,1.57亿,60.99亿
000917,电广传媒,8.37,12.20亿,118.64亿
000919,金陵药业,6.57,5621.24万,38.79亿
000920,沃顿科技,8.87,5823.59万,37.43亿
000921,海信家电,29.43,3.98亿,268.35亿
000922,佳电股份,11.89,1.95亿,69.81亿
000923,河钢资源,15.00,1.38亿,94.18亿
000925,众合科技,6.92,1.12亿,37.91亿
000926,福星股份,2.70,1.39亿,42.47亿
000927,中国铁物,2.77,1.52亿,167.59亿
000928,中钢国际,7.40,5.76亿,106.16亿
000929,兰州黄河,8.22,8615.49万,15.27亿
000930,中粮科技,5.76,1.03亿,106.92亿
000931,中 关 村,5.00,5211.39万,37.31亿
000932,华菱钢铁,4.48,2.78亿,309.50亿
000933,神火股份,18.10,3.92亿,406.02亿
000935,四川双马,16.22,1.41亿,123.83亿
000936,华西股份,7.04,1.93亿,62.37亿
000937,冀中能源,6.15,1.29亿,178.76亿
000938,紫光股份,26.42,24.79亿,755.63亿
000948,南天信息,19.95,5.74亿,77.00亿
000949,新乡化纤,3.74,1.31亿,54.84亿
000950,重药控股,5.50,1.47亿,95.05亿
000951,中国重汽,16.17,2.25亿,189.98亿
000952,广济药业,6.19,1.38亿,21.29亿
000953,河化股份,5.37,7097.47万,19.66亿
000955,欣龙控股,4.49,5054.79万,24.16亿
000957,中通客车,11.52,9.23亿,68.30亿
000958,电投产融,7.40,16.17亿,398.37亿
000959,首钢股份,3.15,1.10亿,204.98亿
000960,锡业股份,15.03,3.51亿,247.36亿
000962,东方钽业,13.50,2.58亿,66.91亿
000963,华东医药,34.83,3.88亿,609.91亿
000965,天保基建,3.19,1.28亿,35.40亿
000966,长源电力,4.76,1.10亿,130.87亿
000967,盈峰环境,4.73,6043.61万,149.73亿
000968,蓝焰控股,6.63,5950.71万,64.15亿
000969,安泰科技,10.79,3.49亿,110.71亿
000970,中科三环,10.62,3.49亿,129.11亿
000972,中基健康,3.14,1.65亿,24.22亿
000973,佛塑科技,6.27,2398.53万,60.66亿
000975,山金国际,16.46,5.09亿,409.38亿
000977,浪潮信息,49.21,68.61亿,723.57亿
000978,桂林旅游,6.24,5067.75万,22.47亿
000980,众泰汽车,2.55,5.57亿,124.73亿
000981,山子高科,1.64,10.60亿,107.01亿
000983,山西焦煤,8.33,2.46亿,386.53亿
000985,大庆华科,21.00,8909.54万,27.22亿
000987,越秀资本,7.89,4.83亿,395.70亿
000988,华工科技,37.55,16.85亿,377.37亿
000989,ST九芝,8.35,3.95亿,57.96亿
000990,诚志股份,7.99,1.19亿,97.10亿
000993,闽东电力,8.99,9617.34万,39.53亿
000995,皇台酒业,13.79,1.16亿,24.46亿
000997,新 大 陆,20.55,10.83亿,210.91亿
000998,隆平高科,11.36,3.39亿,149.39亿
000999,华润三九,48.10,4.74亿,613.59亿
001201,东瑞股份,16.30,3700.97万,27.00亿
001202,炬申股份,13.26,1982.85万,11.99亿
001203,大中矿业,9.42,2.85亿,114.60亿
001205,盛航股份,22.23,1.90亿,30.58亿
001206,依依股份,15.60,4380.33万,16.59亿
001207,联科科技,19.31,1.23亿,38.80亿
001208,华菱线缆,9.15,8199.15万,24.71亿
001209,洪兴股份,13.81,2252.39万,5.56亿
001210,金房能源,14.05,4118.93万,11.16亿
001211,双枪科技,18.33,2795.81万,12.70亿
001212,中旗新材,25.40,1.43亿,25.84亿
001213,中铁特货,4.25,1.08亿,188.89亿
001215,千味央厨,35.92,1.40亿,35.34亿
001216,华瓷股份,13.48,4906.24万,33.95亿
001217,华尔泰,11.17,2.77亿,14.85亿
001218,丽臣实业,16.48,2127.28万,12.52亿
001219,青岛食品,13.83,9881.25万,26.25亿
001222,源飞宠物,14.38,9774.79万,11.29亿
001223,欧克科技,39.45,8953.26万,6.58亿
001225,和泰机电,32.22,1750.07万,6.78亿
001226,拓山重工,24.70,3279.92万,4.61亿
001227,兰州银行,2.52,2.66亿,69.76亿
001228,永泰运,20.75,2973.27万,11.38亿
001229,魅视科技,27.15,1.25亿,7.98亿
001230,劲旅环境,17.33,1661.65万,9.37亿
001231,农心科技,16.51,2771.24万,6.08亿
001234,泰慕士,17.56,3325.08万,5.10亿
001236,弘业期货,10.86,2.43亿,35.45亿
001238,浙江正特,26.45,1815.68万,8.46亿
001239,永达股份,16.15,7044.45万,7.88亿
001255,博菲电气,31.80,1.78亿,6.36亿
001256,炜冈科技,16.05,1548.08万,6.57亿
001258,立新能源,6.56,4816.05万,30.75亿
001259,利仁科技,23.17,7459.00万,5.08亿
001260,坤泰股份,15.84,2517.69万,5.03亿
001266,宏英智能,21.68,5532.84万,7.65亿
001267,汇绿生态,7.23,1.32亿,26.18亿
001268,联合精密,18.11,2593.99万,7.26亿
001269,欧晶科技,27.72,1.37亿,23.26亿
001270,铖昌科技,44.44,3.59亿,45.06亿
001277,速达股份,36.45,6396.43万,6.93亿
001278,一彬科技,16.36,3175.80万,8.27亿
001279,强邦新材,50.70,2.60亿,18.66亿
001282,三联锻造,19.51,5410.41万,10.89亿
001283,豪鹏科技,49.38,1.28亿,28.57亿
001286,陕西能源,9.66,2.13亿,101.43亿
001287,中电港,20.30,3.08亿,88.79亿
001288,运机集团,30.44,9940.65万,23.12亿
001289,龙源电力,17.48,8424.90万,23.31亿
001296,长江材料,18.06,1.66亿,9.52亿
001298,好上好,28.21,1.52亿,29.98亿
001299,美能能源,13.40,5740.51万,6.87亿
001300,三柏硕,12.02,4505.00万,7.96亿
001301,尚太科技,66.00,2.53亿,105.21亿
001306,夏厦精密,57.00,8494.51万,8.84亿
001308,康冠科技,21.38,7422.75万,16.51亿
001309,德明利,81.28,3.26亿,71.23亿
001311,多利科技,27.90,1.26亿,16.91亿
001313,粤海饲料,7.20,4529.07万,15.70亿
001314,亿道信息,45.27,5.21亿,23.43亿
001316,润贝航科,30.95,4429.94万,8.58亿
001317,三羊马,27.55,4949.69万,8.10亿
001318,阳光乳业,11.27,2409.44万,8.68亿
001319,铭科精技,24.48,1.38亿,14.92亿
001322,箭牌家居,8.35,2894.84万,13.83亿
001323,慕思股份,34.81,6196.64万,27.13亿
001324,长青科技,16.52,2992.43万,13.49亿
001326,联域股份,35.61,4865.50万,7.38亿
001328,登康口腔,30.07,6625.00万,12.94亿
001330,博纳影业,6.33,4.03亿,66.79亿
001331,胜通能源,11.26,2785.12万,5.68亿
001332,锡装股份,34.03,5633.92万,9.19亿
001333,光华股份,18.14,1329.13万,7.98亿
001336,楚环科技,18.82,3141.74万,5.37亿
001337,四川黄金,22.39,1.23亿,64.59亿
001338,永顺泰,10.49,6906.13万,24.75亿
001339,智微智能,35.52,1.95亿,25.94亿
001358,兴欣新材,22.61,3506.46万,6.96亿
001359,平安电工,24.09,8752.25万,11.17亿
001360,南矿集团,14.30,3597.00万,11.69亿
001366,播恩集团,11.50,2483.61万,6.40亿
001367,海森药业,28.34,5408.08万,7.41亿
001368,通达创智,19.86,1954.02万,6.25亿
001373,翔腾新材,28.15,4006.34万,9.33亿
001376,百通能源,14.25,1.93亿,30.64亿
001378,德冠新材,23.82,4794.79万,15.49亿
001379,腾达科技,26.62,2.85亿,13.31亿
001380,华纬科技,22.34,4795.60万,13.29亿
001387,雪祺电气,14.81,4840.47万,6.58亿
001389,广合科技,43.47,9570.39万,16.55亿
001696,宗申动力,23.62,31.18亿,210.53亿
001872,招商港口,20.54,2.44亿,358.28亿
001896,豫能控股,4.18,9937.64万,55.21亿
001914,招商积余,10.95,8578.95万,116.11亿
001965,招商公路,11.65,4.37亿,794.57亿
001979,招商蛇口,10.81,11.10亿,899.66亿
002001,新 和 成,22.41,3.64亿,684.51亿
002003,伟星股份,12.76,9842.56万,128.91亿
002004,华邦健康,4.57,1.07亿,86.02亿
002005,ST德豪,1.68,4112.43万,29.44亿
002006,精工科技,13.38,1.13亿,60.90亿
002007,华兰生物,16.94,1.85亿,266.43亿
002008,大族激光,28.20,37.43亿,276.16亿
002009,天奇股份,13.77,4.65亿,55.15亿
002010,传化智联,4.88,2.96亿,135.65亿
002011,盾安环境,11.30,1.84亿,103.54亿
002012,凯恩股份,5.44,5959.53万,25.38亿
002014,永新股份,10.12,3530.66万,61.16亿
002015,协鑫能科,8.09,2.13亿,131.33亿
002016,世荣兆业,8.66,3.60亿,70.07亿
002017,东信和平,10.31,1.67亿,59.81亿
002019,亿帆医药,12.14,1.15亿,102.15亿
002020,京新药业,12.23,1.98亿,88.54亿
002021,中捷资源,2.46,1.35亿,29.65亿
002022,科华生物,6.46,4793.72万,33.22亿
002023,海特高新,11.07,2.58亿,82.01亿
002024,ST易购,2.00,1.44亿,183.97亿
002025,航天电器,53.40,2.99亿,241.67亿
002026,山东威达,9.19,7488.31万,39.33亿
002027,分众传媒,7.25,7.04亿,1047.06亿
002028,思源电气,76.40,5.28亿,462.01亿
002029,七 匹 狼,6.04,4094.74万,40.19亿
002030,达安基因,6.21,1.41亿,87.15亿
002031,巨轮智能,4.03,8.04亿,79.88亿
002032,苏 泊 尔,53.28,1.10亿,425.91亿
002033,丽江股份,8.81,1.19亿,48.41亿
002034,旺能环境,15.10,3933.28万,64.03亿
002035,华帝股份,8.00,1.28亿,62.44亿
002036,联创电子,10.11,6.59亿,106.51亿
002037,保利联合,9.15,4.48亿,44.28亿
002038,双鹭药业,7.26,1.03亿,61.82亿
002039,黔源电力,14.93,6443.17万,63.83亿
002040,南 京 港,6.56,4154.26万,31.75亿
002041,登海种业,10.19,1.77亿,89.67亿
002042,华孚时尚,3.96,2.09亿,67.35亿
002043,兔 宝 宝,11.87,1.75亿,87.06亿
002044,美年健康,4.76,2.26亿,184.33亿
002045,国光电器,15.68,16.64亿,88.98亿
002046,国机精工,11.49,1.70亿,60.42亿
002047,宝鹰股份,2.72,1.02亿,36.48亿
002048,宁波华翔,12.99,1.29亿,67.84亿
002049,紫光国微,68.05,19.84亿,578.07亿
002050,三花智控,23.82,23.27亿,874.30亿
002051,中工国际,9.10,5.28亿,112.59亿
002052,*ST同洲,3.81,4611.35万,28.42亿
002053,云南能投,11.71,6135.28万,107.81亿
002054,德美化工,5.46,2912.49万,20.90亿
002055,得润电子,7.48,2.05亿,44.23亿
002056,横店东磁,13.82,5.12亿,224.58亿
002057,中钢天源,7.93,1.71亿,59.49亿
002058,威尔泰,13.63,6880.80万,19.51亿
002059,云南旅游,5.45,7295.58万,51.44亿
002060,广东建工,3.79,7658.39万,59.23亿
002061,浙江交科,4.30,1.52亿,111.76亿
002062,宏润建设,4.43,7046.87万,43.85亿
002063,远光软件,6.19,3.40亿,108.87亿
002064,华峰化学,8.52,6.29亿,421.91亿
002065,东华软件,7.93,23.15亿,230.60亿
002066,瑞泰科技,11.15,5889.13万,25.76亿
002067,景兴纸业,3.63,2.67亿,37.93亿
002068,黑猫股份,8.52,3.19亿,62.59亿
002069,獐子岛,3.23,4355.69万,22.94亿
002072,凯瑞德,5.13,6778.68万,13.16亿
002073,软控股份,8.08,3.95亿,79.54亿
002074,国轩高科,23.33,8.05亿,311.68亿
002075,沙钢股份,7.80,9.11亿,171.12亿
002076,星光股份,2.13,1.05亿,22.01亿
002077,大港股份,15.92,8.82亿,92.39亿
002078,太阳纸业,14.18,1.74亿,393.81亿
002079,苏州固锝,10.88,2.86亿,88.00亿
002080,中材科技,13.21,1.94亿,221.68亿
002081,金 螳 螂,3.53,1.07亿,93.31亿
002082,万邦德,5.98,8240.83万,36.88亿
002083,孚日股份,4.80,1.45亿,41.78亿
002084,海鸥住工,3.04,3365.87万,19.68亿
002085,万丰奥威,19.41,33.27亿,412.13亿
002086,东方海洋,2.79,1.17亿,24.86亿
002088,鲁阳节能,12.29,4308.70万,61.98亿
002090,金智科技,8.59,7296.20万,34.02亿
002091,江苏国泰,7.59,2.18亿,121.23亿
002092,ST中泰,4.30,7420.44万,110.75亿
002093,国脉科技,7.84,1.79亿,78.94亿
002094,青岛金王,6.70,8.44亿,46.26亿
002095,生 意 宝,15.52,1.79亿,39.07亿
002096,易普力,12.92,1.10亿,63.11亿
002097,山河智能,7.35,2.39亿,78.84亿
002098,浔兴股份,8.16,2303.54万,29.21亿
002099,海翔药业,5.89,9884.41万,95.21亿
002100,天康生物,6.61,2.06亿,90.24亿
002101,广东鸿图,12.90,1.68亿,80.36亿
002102,能特科技,2.65,1.05亿,61.77亿
002103,广博股份,7.22,3.35亿,27.22亿
002104,恒宝股份,7.35,2.12亿,43.76亿
002105,信隆健康,5.00,2211.52万,18.22亿
002106,莱宝高科,11.40,5.37亿,80.26亿
002107,沃华医药,4.90,2518.32万,27.91亿
002108,沧州明珠,3.53,8238.73万,58.19亿
002109,兴化股份,3.24,2413.16万,41.35亿
002110,三钢闽光,3.55,1.06亿,86.23亿
002111,威海广泰,11.12,1.31亿,52.99亿
002112,三变科技,11.87,3.39亿,31.11亿
002114,罗平锌电,5.98,3.16亿,19.34亿
002115,三维通信,6.04,4.88亿,45.43亿
002116,中国海诚,11.10,1.80亿,50.41亿
002117,东港股份,8.21,9393.59万,42.98亿
002119,康强电子,14.30,3.22亿,53.67亿
002120,韵达股份,8.20,2.64亿,230.84亿
002121,科陆电子,4.07,1.46亿,56.98亿
002122,汇洲智能,2.83,1.28亿,56.25亿
002123,梦网科技,10.79,4.30亿,74.11亿
002124,ST天邦,3.25,1.79亿,64.16亿
002125,湘潭电化,10.70,1.91亿,67.35亿
002126,银轮股份,18.45,1.85亿,144.24亿
002127,南极电商,3.29,1.68亿,65.63亿
002128,电投能源,20.74,2.19亿,464.90亿
002129,TCL中环,10.68,13.40亿,431.48亿
002130,沃尔核材,17.50,18.27亿,218.60亿
002131,利欧股份,2.28,16.28亿,133.41亿
002132,恒星科技,2.75,6338.32万,38.49亿
002133,广宇集团,2.58,4257.53万,19.86亿
002134,天津普林,19.79,2.13亿,48.65亿
002135,东南网架,4.58,5712.03万,47.81亿
002136,安 纳 达,10.19,6212.96万,21.84亿
002137,实益达,6.21,1.18亿,24.62亿
002138,顺络电子,31.14,4.18亿,235.58亿
002139,拓邦股份,11.98,7.29亿,128.35亿
002140,东华科技,9.72,4.28亿,52.63亿
002141,*ST贤丰,1.52,5570.67万,15.70亿
002142,宁波银行,25.24,5.37亿,1646.56亿
002144,宏达高科,10.30,3944.89万,14.08亿
002145,中核钛白,4.65,4.69亿,177.28亿
002146,荣盛发展,1.99,5.26亿,77.62亿
002148,北纬科技,5.85,1.20亿,26.29亿
002149,西部材料,15.84,1.08亿,77.32亿
002150,通润装备,13.67,2.80亿,48.85亿
002151,北斗星通,29.07,3.77亿,128.75亿
002152,广电运通,12.38,10.68亿,307.29亿
002153,石基信息,7.79,2.61亿,124.62亿
002154,报 喜 鸟,4.01,1.09亿,47.31亿
002155,湖南黄金,15.02,5.51亿,180.53亿
002156,通富微电,31.16,79.44亿,472.83亿
002157,正邦科技,3.16,3.18亿,188.70亿
002158,汉钟精机,18.73,1.22亿,99.94亿
002159,三特索道,15.49,4183.59万,21.45亿
002160,常铝股份,3.91,1.19亿,31.03亿
002161,远 望 谷,5.43,8691.77万,38.74亿
002162,悦心健康,3.53,1.71亿,32.46亿
002163,海南发展,8.45,1.15亿,67.90亿
002164,宁波东力,4.96,5419.15万,23.80亿
002165,红 宝 丽,4.66,7.70亿,33.91亿
002166,莱茵生物,8.03,9968.01万,41.24亿
002167,东方锆业,8.58,14.62亿,65.10亿
002168,ST惠程,2.62,5177.28万,20.55亿
002169,智光电气,6.61,1.60亿,50.15亿
002170,芭田股份,8.05,2.22亿,57.24亿
002171,楚江新材,7.79,4.11亿,100.95亿
002172,澳洋健康,3.10,5429.96万,23.72亿
002173,创新医疗,9.01,4.19亿,37.45亿
002174,游族网络,9.94,4.16亿,90.90亿
002175,东方智造,2.79,1.98亿,35.62亿
002176,江特电机,8.28,4.51亿,141.26亿
002177,御银股份,4.58,3.94亿,30.65亿
002178,延华智能,7.20,6.38亿,51.25亿
002179,中航光电,41.31,5.14亿,852.52亿
002180,纳思达,27.56,4.87亿,375.62亿
002181,粤 传 媒,4.23,7884.89万,47.99亿
002182,宝武镁业,10.51,1.95亿,81.84亿
002183,怡 亚 通,4.92,4.75亿,127.77亿
002184,海得控制,10.98,1.83亿,26.36亿
002185,华天科技,12.41,17.44亿,397.58亿
002186,全 聚 德,10.20,5424.15万,31.26亿
002187,广百股份,5.22,3111.36万,26.99亿
002188,中天服务,4.84,5652.07万,11.66亿
002189,中光学,21.58,2.77亿,56.36亿
002190,成飞集成,17.52,1.07亿,62.85亿
002191,劲嘉股份,4.46,8052.57万,64.26亿
002192,融捷股份,36.98,4.49亿,95.82亿
002193,如意集团,4.91,4084.38万,12.85亿
002194,武汉凡谷,12.60,18.51亿,64.16亿
002195,岩山科技,3.22,10.19亿,180.74亿
002196,方正电机,5.57,1.15亿,27.28亿
002197,ST证通,4.63,1.14亿,24.72亿
002198,嘉应制药,7.71,2.32亿,39.13亿
002199,东晶电子,9.79,1.88亿,23.83亿
002200,ST交投,6.12,1766.39万,11.27亿
002201,正威新材,5.25,5129.30万,34.14亿
002202,金风科技,10.35,5.20亿,351.30亿
002203,海亮股份,9.80,1.86亿,189.13亿
002204,大连重工,4.78,9634.06万,92.32亿
002205,国统股份,9.27,1.19亿,17.23亿
002206,海 利 得,4.33,7679.38万,39.67亿
002207,准油股份,5.92,1.22亿,15.44亿
002208,合肥城建,8.25,4.58亿,66.20亿
002209,达 意 隆,8.99,4907.04万,13.96亿
002210,飞马国际,2.25,3.05亿,59.88亿
002211,宏达新材,3.68,7183.09万,15.92亿
002212,天融信,7.35,6.81亿,85.80亿
002213,大为股份,11.90,1.59亿,24.51亿
002214,大立科技,12.86,8179.35万,61.60亿
002215,诺 普 信,9.66,2.84亿,76.70亿
002216,三全食品,11.77,1.07亿,74.18亿
002217,*ST合泰,2.66,3.34亿,82.90亿
002218,拓日新能,3.56,8783.17万,49.57亿
002219,新里程,2.74,1.75亿,90.05亿
002221,东华能源,9.32,1.17亿,136.15亿
002222,福晶科技,32.21,10.13亿,150.79亿
002223,鱼跃医疗,36.57,3.01亿,343.27亿
002224,三 力 士,4.38,3169.44万,35.32亿
002225,濮耐股份,4.14,1.19亿,34.18亿
002226,江南化工,5.34,1.30亿,141.45亿
002227,奥 特 迅,10.22,2.21亿,25.31亿
002228,合兴包装,2.94,3640.40万,35.83亿
002229,鸿博股份,15.99,14.39亿,78.86亿
002230,科大讯飞,53.07,103.85亿,1159.31亿
002231,奥维通信,5.88,1.15亿,17.34亿
002232,启明信息,24.95,23.93亿,101.93亿
002233,塔牌集团,7.63,6166.42万,90.91亿
002234,民和股份,8.83,4801.68万,26.61亿
002235,安妮股份,5.58,1.78亿,30.89亿
002236,大华股份,17.70,19.87亿,371.88亿
002237,恒邦股份,10.76,1.37亿,97.97亿
002238,天威视讯,10.87,9.07亿,87.24亿
002239,奥特佳,2.96,3.65亿,96.00亿
002240,盛新锂能,15.54,4.32亿,134.68亿
002241,歌尔股份,26.42,80.06亿,799.38亿
002242,九阳股份,11.14,1.55亿,85.30亿
002243,力合科创,8.45,3.67亿,101.75亿
002244,滨江集团,9.21,3.79亿,247.04亿
002245,蔚蓝锂芯,10.45,19.33亿,113.62亿
002246,北化股份,12.09,2.53亿,66.38亿
002247,聚力文化,2.80,1.50亿,18.02亿
002248,华东数控,8.85,3.50亿,27.21亿
002249,大洋电机,5.54,1.99亿,100.89亿
002250,联化科技,5.89,9979.89万,53.39亿
002251,ST步步高,3.62,1.17亿,54.78亿
002252,上海莱士,7.46,2.63亿,494.96亿
002253,川大智胜,16.73,3.52亿,34.76亿
002254,泰和新材,10.56,3.02亿,85.74亿
002255,海陆重工,5.57,1.17亿,35.54亿
002256,兆新股份,2.54,1.64亿,36.59亿
002258,利尔化学,8.34,6654.01万,66.65亿
002259,ST升达,2.54,1368.53万,19.11亿
002261,拓维信息,25.04,87.93亿,282.37亿
002262,恩华药业,26.56,3.46亿,234.20亿
002263,大东南,2.50,6703.41万,46.96亿
002264,新 华 都,6.04,2.14亿,39.53亿
002265,建设工业,11.60,1.02亿,46.76亿
002266,浙富控股,3.37,9316.95万,165.02亿
002267,陕天然气,7.94,9294.62万,88.30亿
002268,电科网安,18.32,4.10亿,154.49亿
002269,美邦服饰,1.74,2.19亿,43.72亿
002270,华明装备,16.60,3.06亿,126.03亿
002271,东方雨虹,14.13,7.79亿,273.02亿
002272,川润股份,10.34,5.85亿,39.25亿
002273,水晶光电,22.07,19.00亿,299.69亿
002274,华昌化工,7.62,1.25亿,71.46亿
002275,桂林三金,14.84,3256.19万,82.96亿
002276,万马股份,7.97,2.08亿,80.11亿
002277,友阿股份,3.13,1.88亿,43.64亿
002278,神开股份,5.43,5712.64万,18.15亿
002279,久其软件,6.72,3.75亿,53.60亿
002281,光迅科技,45.19,17.57亿,349.33亿
002282,博深股份,6.85,5986.85万,34.39亿
002283,天润工业,4.86,8599.40万,48.67亿
002284,亚太股份,8.04,1.15亿,58.79亿
002285,世联行,3.08,3.66亿,60.84亿
002286,保龄宝,7.13,4259.70万,26.35亿
002287,奇正藏药,22.90,3799.90万,121.13亿
002289,ST宇顺,4.00,3458.71万,11.18亿
002290,禾盛新材,17.66,2.01亿,43.66亿
002291,遥望科技,6.67,8.99亿,58.54亿
002292,奥飞娱乐,7.39,7.62亿,75.22亿
002293,罗莱生活,7.55,4503.83万,62.42亿
002294,信立泰,30.93,1.46亿,344.74亿
002295,精艺股份,6.88,2887.56万,17.22亿
002296,辉煌科技,8.82,1.36亿,30.64亿
002297,博云新材,6.80,6251.17万,38.97亿
002298,中电兴发,5.41,3.27亿,35.36亿
002299,圣农发展,14.48,1.21亿,177.41亿
002300,太阳电缆,5.40,4334.05万,39.00亿
002301,齐心集团,5.99,9955.52万,43.01亿
002302,西部建设,7.48,2.98亿,94.42亿
002303,美盈森,3.42,9565.19万,27.15亿
002304,洋河股份,89.45,8.19亿,1344.17亿
002305,南国置业,2.03,1.69亿,35.20亿
002306,中科云网,3.48,1.90亿,28.30亿
002307,北新路桥,4.13,2.59亿,45.06亿
002309,*ST中利,--,--,21.17亿
002310,*ST东园,2.57,2.55亿,69.01亿
002311,海大集团,46.89,3.31亿,779.56亿
002312,川发龙蟒,15.07,34.29亿,264.21亿
002313,日海智能,8.36,9372.32万,31.30亿
002314,南山控股,2.49,8013.22万,33.32亿
002315,焦点科技,38.94,12.77亿,78.70亿
002316,ST亚联,3.25,6108.15万,10.24亿
002317,众生药业,13.11,3.25亿,99.85亿
002318,久立特材,22.65,1.80亿,216.25亿
002319,乐通股份,11.98,3651.71万,23.96亿
002320,海峡股份,5.99,1.48亿,133.51亿
002321,华英农业,2.16,6518.43万,45.88亿
002322,理工能科,13.53,7752.14万,49.39亿
002323,雅博股份,1.68,1.96亿,35.62亿
002324,普利特,9.00,2.05亿,69.77亿
002326,永太科技,9.84,1.64亿,79.11亿
002327,富安娜,8.39,4357.84万,40.68亿
002328,新朋股份,5.63,8316.54万,32.15亿
002329,皇氏集团,3.46,7056.25万,22.80亿
002330,得利斯,4.49,5058.03万,28.52亿
002331,皖通科技,8.07,1.50亿,31.95亿
002332,仙琚制药,12.64,1.42亿,124.45亿
002333,罗普斯金,5.48,3235.06万,35.76亿
002334,英威腾,6.96,1.30亿,50.01亿
002335,科华数据,24.72,3.54亿,99.09亿
002336,*ST人乐,4.87,6252.49万,21.43亿
002337,赛象科技,4.65,4896.24万,27.34亿
002338,奥普光电,43.47,7.61亿,104.33亿
002339,积成电子,6.81,1.44亿,32.61亿
002340,格林美,7.08,8.03亿,361.02亿
002342,巨力索具,3.51,1.04亿,33.51亿
002343,慈文传媒,7.17,4.87亿,34.05亿
002344,海宁皮城,4.33,3855.01万,55.49亿
002345,潮宏基,4.99,8136.14万,43.27亿
