code,name,price,rise,change,exchange,amount
600000,浦发银行,13.31,2.23,0.29,10.67亿,3906.78亿
600004,白云机场,9.20,0.00,0.00,7859.19万,217.74亿
600006,东风股份,6.97,0.29,0.02,1.42亿,139.40亿
600007,中国国贸,21.55,-1.06,-0.23,6190.51万,217.07亿
600008,首创环保,3.00,0.00,0.00,1.89亿,220.22亿
600009,上海机场,31.29,-0.29,-0.09,1.82亿,600.36亿
600010,包钢股份,1.75,0.57,0.01,3.51亿,549.16亿
600011,华能国际,7.20,-2.44,-0.18,5.12亿,791.84亿
600012,皖通高速,18.47,0.11,0.02,8205.69万,215.29亿
600015,华夏银行,8.33,2.84,0.23,7.55亿,1281.76亿
600016,民生银行,4.80,0.21,0.01,9.55亿,1702.18亿
600017,日照港,3.16,2.93,0.09,1.70亿,97.19亿
600018,上港集团,5.90,1.03,0.06,2.17亿,1369.66亿
600019,宝钢股份,6.47,-1.67,-0.11,4.91亿,1409.30亿
600020,中原高速,4.94,0.82,0.04,5292.97万,111.02亿
600021,上海电力,8.70,-0.12,-0.01,1.75亿,227.69亿
600022,山东钢铁,1.29,0.00,0.00,2729.84万,138.02亿
600023,浙能电力,5.29,0.00,0.00,1.80亿,709.32亿
600025,华能水电,9.76,-0.81,-0.08,2.19亿,1756.80亿
600026,中远海能,11.38,3.08,0.34,15.42亿,395.43亿
600027,华电国际,5.56,-1.77,-0.10,4.28亿,473.17亿
600028,中国石化,5.71,-0.70,-0.04,12.33亿,5415.47亿
600029,南方航空,5.75,-0.17,-0.01,2.10亿,728.72亿
600030,中信证券,26.23,1.35,0.35,14.39亿,3193.91亿
600031,三一重工,17.66,0.97,0.17,5.31亿,1496.58亿
600032,浙江新能,7.39,0.54,0.04,3867.95万,177.71亿
600033,福建高速,3.57,0.00,0.00,4655.01万,97.98亿
600035,楚天高速,4.48,-0.22,-0.01,3763.82万,72.13亿
600036,招商银行,46.25,0.56,0.26,24.76亿,9540.89亿
600037,歌华有线,7.48,0.94,0.07,1.04亿,104.10亿
600038,中直股份,36.81,1.04,0.38,1.51亿,246.24亿
600039,四川路桥,9.87,0.92,0.09,1.27亿,661.65亿
600048,保利发展,7.88,-0.13,-0.01,4.02亿,943.27亿
600050,中国联通,5.28,0.57,0.03,9.34亿,1624.49亿
600051,宁波联合,7.14,4.39,0.30,7979.66万,22.20亿
600052,东望时代,4.12,2.23,0.09,1472.39万,34.78亿
600053,九鼎投资,14.16,2.46,0.34,7253.93万,61.39亿
600054,黄山旅游,11.33,-0.09,-0.01,4611.84万,58.16亿
600055,万东医疗,17.11,0.53,0.09,5796.61万,120.29亿
600056,中国医药,10.24,0.20,0.02,6882.73万,153.12亿
600057,厦门象屿,6.95,-0.86,-0.06,9477.65万,152.38亿
600058,五矿发展,7.52,0.94,0.07,4230.16万,80.61亿
600059,古越龙山,10.49,1.65,0.17,2.46亿,95.62亿
600060,海信视像,22.61,-0.66,-0.15,1.48亿,292.82亿
600061,国投资本,7.20,1.12,0.08,1.14亿,460.37亿
600062,华润双鹤,18.33,-0.06,-0.01,1.66亿,189.28亿
600063,皖维高新,4.50,0.22,0.01,6813.47万,86.67亿
600064,南京高科,7.59,0.00,0.00,9636.62万,131.33亿
600066,宇通客车,24.90,1.05,0.26,3.92亿,551.27亿
600067,冠城新材,2.75,1.85,0.05,3317.00万,38.27亿
600071,凤凰光学,20.52,1.64,0.33,7200.63万,57.78亿
600072,中船科技,12.33,0.08,0.01,1.43亿,133.58亿
600073,光明肉业,7.48,-0.53,-0.04,6908.92万,70.14亿
600075,新疆天业,4.22,0.72,0.03,3227.35万,72.05亿
600076,康欣新材,2.26,3.20,0.07,3621.65万,30.39亿
600078,澄星股份,5.61,3.31,0.18,5522.72万,37.17亿
600079,人福医药,20.68,-0.43,-0.09,1.83亿,319.13亿
600080,金花股份,6.92,2.37,0.16,1667.23万,25.83亿
600081,东风科技,12.37,0.57,0.07,6432.18万,68.41亿
600082,海泰发展,3.70,2.78,0.10,6974.32万,23.47亿
600084,中信尼雅,5.49,1.48,0.08,3227.24万,61.69亿
600085,同仁堂,36.00,0.03,0.01,1.39亿,493.73亿
600088,中视传媒,15.67,1.10,0.17,2768.31万,62.32亿
600089,特变电工,11.52,0.52,0.06,1.77亿,582.08亿
600094,大名城,3.06,0.33,0.01,2960.45万,68.00亿
600095,湘财股份,8.26,0.85,0.07,3.85亿,236.17亿
600096,云天化,22.18,-0.54,-0.12,2.92亿,404.34亿
600097,开创国际,9.89,2.06,0.20,4394.02万,23.83亿
600098,广州发展,6.49,-0.61,-0.04,1.04亿,227.07亿
600099,林海股份,10.15,2.01,0.20,2793.00万,22.24亿
600100,同方股份,6.99,1.60,0.11,1.70亿,234.19亿
600101,明星电力,9.80,0.41,0.04,1.39亿,53.69亿
600103,青山纸业,2.16,0.47,0.01,4390.62万,47.79亿
600104,上汽集团,15.58,0.32,0.05,2.20亿,1803.43亿
600105,永鼎股份,7.73,2.25,0.17,6.36亿,113.01亿
600106,重庆路桥,6.09,-1.14,-0.07,1.25亿,80.94亿
600108,亚盛集团,2.90,0.69,0.02,4340.32万,56.46亿
600109,国金证券,8.37,0.84,0.07,1.69亿,310.74亿
600110,诺德股份,5.67,10.10,0.52,25.56亿,98.38亿
600111,北方稀土,24.08,0.46,0.11,8.04亿,870.51亿
600113,浙江东日,22.76,10.01,2.07,7.74亿,93.64亿
600114,东睦股份,20.06,-1.04,-0.21,4.01亿,123.65亿
600115,中国东航,3.94,0.00,0.00,2.24亿,674.31亿
600116,三峡水利,6.77,-0.59,-0.04,7661.57万,129.45亿
600117,西宁特钢,2.15,1.42,0.03,1984.36万,69.98亿
600118,中国卫星,26.96,1.85,0.49,2.50亿,318.80亿
600119,长江投资,7.68,1.86,0.14,6436.11万,28.05亿
600120,浙江东方,5.74,1.24,0.07,2.40亿,196.04亿
600121,郑州煤电,3.87,2.38,0.09,8810.64万,47.15亿
600123,兰花科创,6.43,0.78,0.05,8040.37万,94.73亿
600125,铁龙物流,5.65,0.53,0.03,5945.06万,73.76亿
600126,杭钢股份,8.55,-0.58,-0.05,7.27亿,288.75亿
600127,金健米业,6.95,3.27,0.22,2.43亿,44.60亿
600128,苏豪弘业,9.73,1.78,0.17,5608.01万,24.01亿
600129,太极集团,21.30,1.04,0.22,1.54亿,118.62亿
600131,国网信通,17.25,0.58,0.10,5290.37万,206.29亿
600132,重庆啤酒,54.53,-0.53,-0.29,1.32亿,263.91亿
600133,东湖高新,8.98,1.24,0.11,9665.24万,95.75亿
600135,乐凯胶片,7.13,2.59,0.18,3554.75万,39.45亿
600137,浪莎股份,17.81,1.77,0.31,3557.24万,17.31亿
600138,中青旅,9.56,0.10,0.01,7782.40万,69.20亿
600141,兴发集团,20.09,-0.25,-0.05,1.42亿,221.64亿
600143,金发科技,9.92,0.10,0.01,1.88亿,257.64亿
600148,长春一东,19.58,4.76,0.89,8957.12万,27.71亿
600149,廊坊发展,4.89,1.66,0.08,5014.15万,18.59亿
600150,XD中国船,31.04,1.47,0.45,9.03亿,1388.24亿
600151,航天机电,7.02,1.89,0.13,2.29亿,100.68亿
600152,维科技术,6.01,2.56,0.15,6376.67万,31.80亿
600153,建发股份,9.90,0.20,0.02,1.07亿,287.05亿
600155,华创云信,6.63,1.53,0.10,1.13亿,147.48亿
600156,华升股份,--,--,--,--,31.61亿
600157,永泰能源,1.34,0.75,0.01,4.64亿,297.72亿
600158,中体产业,8.36,1.09,0.09,1.35亿,80.22亿
600159,大龙地产,2.61,1.56,0.04,3647.37万,21.66亿
600160,巨化股份,27.17,-2.62,-0.73,6.57亿,733.52亿
600161,天坛生物,19.07,-0.37,-0.07,2.34亿,377.08亿
600162,香江控股,1.60,1.27,0.02,1686.57万,52.30亿
600163,中闽能源,5.09,0.59,0.03,4648.03万,96.86亿
600166,福田汽车,2.56,1.19,0.03,1.71亿,166.11亿
600167,联美控股,5.59,0.54,0.03,3729.64万,126.49亿
600168,武汉控股,4.52,1.12,0.05,1641.31万,44.90亿
600169,太原重工,2.35,0.86,0.02,3909.35万,78.33亿
600170,上海建工,2.37,-0.42,-0.01,9422.09万,210.60亿
600171,上海贝岭,31.91,1.98,0.62,5.66亿,226.22亿
600172,黄河旋风,4.37,1.39,0.06,3.31亿,55.77亿
600173,卧龙新能,5.62,0.54,0.03,3633.39万,39.36亿
600176,中国巨石,11.18,0.45,0.05,1.98亿,447.55亿
600177,雅戈尔,7.22,-0.96,-0.07,1.20亿,333.81亿
600178,东安动力,12.90,5.91,0.72,5.41亿,60.18亿
600179,安通控股,2.77,0.73,0.02,1.08亿,103.72亿
600180,瑞茂通,4.42,3.76,0.16,9666.85万,48.03亿
