code,name,price,rise,change,exchange,amount
600000,浦发银行,13.93,-1.28,-0.18,10.74亿,4216.29亿
600004,白云机场,9.28,-1.59,-0.15,2.08亿,219.63亿
600006,东风股份,7.27,1.11,0.08,3.71亿,145.40亿
600007,中国国贸,20.79,-0.48,-0.10,3547.45万,209.41亿
600008,首创环保,3.09,-0.96,-0.03,2.61亿,226.82亿
600009,上海机场,31.73,-0.31,-0.10,2.21亿,608.80亿
600010,包钢股份,2.03,-4.25,-0.09,35.56亿,637.03亿
600011,华能国际,7.06,-1.12,-0.08,5.42亿,776.44亿
600012,皖通高速,16.85,-1.29,-0.22,5473.22万,196.40亿
600015,华夏银行,8.37,-1.18,-0.10,4.34亿,1287.91亿
600016,民生银行,5.34,-0.56,-0.03,12.74亿,1893.68亿
600017,日照港,3.22,-1.23,-0.04,1.19亿,99.04亿
600018,上港集团,5.74,-1.21,-0.07,2.68亿,1332.52亿
600019,宝钢股份,7.05,-0.28,-0.02,4.38亿,1535.64亿
600020,XD中原高,4.83,-0.41,-0.02,5301.36万,108.55亿
600021,上海电力,9.12,-2.77,-0.26,7.34亿,238.69亿
600022,山东钢铁,1.44,-0.69,-0.01,1.40亿,154.06亿
600023,浙能电力,5.10,-1.16,-0.06,3.87亿,683.85亿
600025,华能水电,9.44,-0.32,-0.03,2.30亿,1699.20亿
600026,中远海能,10.27,-0.39,-0.04,2.47亿,356.86亿
600027,华电国际,5.40,-1.28,-0.07,5.24亿,459.56亿
600028,中国石化,5.76,-0.17,-0.01,6.31亿,5462.89亿
600029,南方航空,5.67,-1.90,-0.11,5.85亿,718.58亿
600030,中信证券,28.24,-0.60,-0.17,26.69亿,3438.66亿
600031,三一重工,18.90,0.85,0.16,8.14亿,1601.66亿
600032,浙江新能,7.65,-2.55,-0.20,1.05亿,183.96亿
600033,福建高速,3.53,-1.12,-0.04,1.10亿,96.88亿
600035,楚天高速,4.35,-1.14,-0.05,7274.29万,70.04亿
600036,招商银行,45.22,-0.77,-0.35,30.18亿,9328.41亿
600037,歌华有线,7.50,-3.35,-0.26,1.84亿,104.38亿
600038,中直股份,38.39,-0.41,-0.16,2.07亿,256.80亿
600039,四川路桥,8.59,0.23,0.02,1.91亿,576.87亿
600048,保利发展,8.01,-1.60,-0.13,13.84亿,958.83亿
600050,中国联通,5.44,0.18,0.01,12.41亿,1673.72亿
600051,宁波联合,7.64,-2.67,-0.21,8368.51万,23.75亿
600052,东望时代,4.39,-2.88,-0.13,7690.65万,37.06亿
600053,九鼎投资,15.31,-1.54,-0.24,1.34亿,66.38亿
600054,黄山旅游,11.55,-1.03,-0.12,8912.71万,59.29亿
600055,万东医疗,17.30,-0.46,-0.08,6622.23万,121.63亿
600056,中国医药,10.51,-1.50,-0.16,1.32亿,157.16亿
600057,厦门象屿,7.62,0.40,0.03,1.07亿,167.07亿
600058,五矿发展,7.99,-1.60,-0.13,1.27亿,85.65亿
600059,古越龙山,10.39,-4.15,-0.45,2.04亿,94.71亿
600060,海信视像,23.93,-0.17,-0.04,1.87亿,309.92亿
600061,国投资本,7.74,-0.77,-0.06,2.79亿,494.89亿
600062,华润双鹤,18.69,-0.32,-0.06,1.45亿,193.00亿
600063,皖维高新,4.73,-1.05,-0.05,1.22亿,91.09亿
600064,南京高科,8.04,-0.12,-0.01,1.33亿,139.12亿
600066,宇通客车,26.20,0.54,0.14,3.26亿,580.05亿
600067,冠城新材,3.00,-2.60,-0.08,7023.76万,41.75亿
600071,凤凰光学,21.11,-1.26,-0.27,6728.46万,59.44亿
600072,中船科技,12.56,-3.46,-0.45,4.87亿,136.07亿
600073,光明肉业,7.29,-2.02,-0.15,1.55亿,68.36亿
600075,新疆天业,4.30,-2.05,-0.09,8375.98万,73.42亿
600076,康欣新材,2.39,-2.45,-0.06,6228.84万,32.13亿
600078,澄星股份,5.97,-0.67,-0.04,1.23亿,39.56亿
600079,人福医药,21.28,-0.51,-0.11,2.79亿,328.39亿
600080,金花股份,7.18,-1.24,-0.09,2971.19万,26.80亿
600081,东风科技,13.15,-0.68,-0.09,1.17亿,72.72亿
600082,海泰发展,4.00,-2.68,-0.11,8194.73万,25.37亿
600084,中信尼雅,5.60,-1.93,-0.11,3206.90万,62.93亿
600085,同仁堂,35.46,-0.59,-0.21,2.57亿,486.32亿
600088,中视传媒,15.92,-0.38,-0.06,5064.87万,63.31亿
600089,特变电工,12.18,-0.73,-0.09,4.74亿,615.43亿
600094,大名城,3.22,-1.23,-0.04,6840.21万,69.75亿
600095,湘财股份,10.93,-0.09,-0.01,11.61亿,312.51亿
600096,云天化,22.87,0.75,0.17,7.20亿,416.92亿
600097,开创国际,10.80,-1.73,-0.19,1.04亿,26.02亿
600098,广州发展,6.56,-1.80,-0.12,1.24亿,229.52亿
600099,林海股份,11.12,-0.71,-0.08,4050.71万,24.37亿
600100,同方股份,7.12,-1.52,-0.11,4.08亿,238.54亿
600101,明星电力,10.61,-3.55,-0.39,4.76亿,58.13亿
600103,青山纸业,2.28,-0.87,-0.02,8968.33万,50.44亿
600104,上汽集团,18.21,2.59,0.46,15.40亿,2107.86亿
600105,永鼎股份,8.99,2.51,0.22,14.44亿,131.43亿
600106,重庆路桥,6.13,-0.65,-0.04,9322.79万,81.47亿
600108,亚盛集团,2.95,-2.32,-0.07,1.24亿,57.43亿
600109,国金证券,9.32,-1.17,-0.11,7.83亿,346.01亿
600110,诺德股份,5.56,-5.28,-0.31,8.07亿,96.48亿
600111,北方稀土,29.00,-2.94,-0.88,92.00亿,1048.37亿
600113,浙江东日,28.89,-0.79,-0.23,1.95亿,118.86亿
600114,东睦股份,20.61,0.05,0.01,2.15亿,127.04亿
600115,中国东航,3.82,0.00,0.00,4.62亿,653.77亿
600116,三峡水利,6.82,-1.30,-0.09,1.11亿,130.41亿
600117,西宁特钢,2.30,-3.36,-0.08,5450.57万,74.87亿
600118,中国卫星,27.30,-1.27,-0.35,2.80亿,322.82亿
