code,name,index
777020,IH2507多单持仓排行,19454
777021,IH2507空单持仓排行,21455
777000,IF2507多单持仓排行,47006
777001,IF2507空单持仓排行,52121
777010,IC2507多单持仓排行,55244
777011,IC2507空单持仓排行,57311
000001,上证指数,3457.75
000002,Ａ股指数,3624.30
000003,Ｂ股指数,258.09
000004,工业指数,2934.61
000005,商业指数,2799.88
000006,地产指数,4618.03
000007,公用指数,4606.72
000008,综合指数,3439.56
000009,上证380,5551.32
000010,上证180,8693.61
000011,基金指数,6938.72
000012,国债指数,225.66
000015,红利指数,3083.64
000016,上证50,2717.71
000017,新综指,2922.20
000018,180金融,5920.72
000019,治理指数,1141.06
000020,中型综指,1325.96
000021,180治理,1009.10
000022,沪公司债,250.70
000025,180基建,1869.39
000026,180资源,3872.10
000027,180运输,773.30
000028,180成长,3218.61
000029,180价值,4428.69
000030,180R成长,2088.77
000031,180R价值,3157.11
000032,上证能源,1811.36
000033,上证材料,2399.14
000034,上证工业,2044.95
000035,上证可选,2699.36
000036,上证消费,11011.60
000037,上证医药,6136.53
000038,上证金融,5902.86
000039,上证信息,3779.13
000040,上证电信,3661.17
000041,上证公用,2524.71
000042,上证央企,1783.49
000043,超大盘,2201.21
000044,上证中盘,4065.43
000045,上证小盘,4747.14
000046,上证中小,4406.37
000047,上证全指,3451.70
000048,责任指数,1424.26
000049,上证民企,1576.04
000050,50等权,2094.98
000051,180等权,8193.64
000052,50基本,2870.41
000053,180基本,11920.17
000054,上证海外,1438.82
000055,上证地企,1430.07
000056,上证国企,1150.27
000057,全指成长,3275.10
000058,全指价值,4545.00
000059,全R成长,2737.40
000060,全R价值,4142.95
000061,沪企债30,178.58
000062,上证沪企,1951.96
000063,上证周期,3706.28
000064,非周期,3072.77
000065,上证龙头,3195.76
000066,上证商品,2609.94
000067,上证新兴,6835.19
000068,上证资源,2869.68
000069,消费80,4672.95
000070,能源等权,2503.12
000071,材料等权,3238.51
000072,工业等权,2678.49
000073,可选等权,3081.77
000074,消费等权,6835.55
000075,医药等权,7092.66
000076,金融等权,5806.42
000077,信息等权,4384.62
000078,电信等权,3104.37
000079,公用等权,2376.18
000090,上证流通,1248.79
000091,沪财中小,12214.76
000092,资源50,3464.17
000093,180分层,11014.71
000094,上证上游,3181.99
000095,上证中游,2927.29
000096,上证下游,4146.44
000097,高端装备,8405.30
000098,上证F200,5198.30
000099,上证F300,7861.12
000100,上证F500,5783.63
000101,5年信用,248.56
000102,沪投资品,5577.10
000103,沪消费品,7810.66
000104,380能源,1268.61
000105,380材料,3996.67
000106,380工业,4725.72
000107,380可选,5181.01
000108,380消费,11765.99
000109,380医药,10109.57
000110,380金融,4081.12
000111,380信息,8198.90
000112,380电信,4671.39
000113,380公用,2550.50
000114,持续产业,1145.17
000115,380等权,7364.54
000116,信用100,197.80
000117,380成长,3604.97
000118,380价值,8931.43
000119,380R成长,3627.56
000120,380R价值,8315.02
000121,医药主题,8166.92
000122,农业主题,1512.97
000123,180动态,5721.77
000125,180稳定,11533.69
000126,消费50,7884.38
000128,380基本,7894.56
000129,180波动,14895.75
000130,380波动,12266.57
000131,上证高新,2881.00
000132,上证100,5224.38
000133,上证150,5306.32
000134,上证银行,1119.22
000135,180高贝,5298.20
000136,180低贝,12184.04
000137,380高贝,4656.80
000138,380低贝,7375.15
000139,上证转债,392.73
000141,380动态,3206.73
000142,380稳定,8611.75
000145,优势资源,5562.19
000146,优势制造,6220.10
000147,优势消费,6783.44
000148,消费领先,8721.82
000149,180红利,4087.68
000150,380红利,11486.88
000151,上国红利,1541.75
000152,上央红利,2786.72
000153,上民红利,2970.96
000155,市值百强,2925.05
000158,上证环保,1101.12
000159,沪股通,3174.91
000160,沪新丝路,1764.31
000161,沪中国造,1448.60
000162,沪互联+,3227.05
000170,50AH优选,5365.42
000300,沪深300,3942.76
000510,中证A500,4636.79
000680,科创综指,1228.66
000681,科创价格,1188.13
000682,科创信息,1373.52
000683,科创生物,1083.18
000685,科创芯片,1704.74
000687,科创高装,1035.96
000688,科创50,994.80
000689,科创材料,896.95
000690,科创成长,1162.26
000691,科创ESG,1095.57
000692,科创新能,869.24
000693,科创机械,1093.28
000695,科长三角,803.44
000697,科大湾区,1047.36
000698,科创100,1074.93
000699,科创200,995.03
000802,500沪市,6277.75
000814,细分医药,8055.97
000819,有色金属,5571.25
000823,800有色,6410.52
000827,中证环保,1387.15
000847,腾讯济安,3004.09
000849,300非银,9995.64
000851,百发100,16576.74
000852,中证1000,6373.77
000853,CSSW丝路,1311.87
000854,500原料,4061.85
000856,500工业,5609.91
000857,500医药,10247.31
000858,500信息,7645.82
000860,结构调整,1129.17
000863,CS精准医,2547.70
000865,上海国企,1367.76
000888,上证收益,3901.80
000891,新兴综指,1452.59
000901,小康指数,5847.19
000903,中证A100,3733.15
000905,中证500,5934.67
000906,中证800,4271.93
000913,300医药,8066.89
000914,300金融,6686.93
000928,中证能源,2627.33
000932,中证消费,15537.88
000933,中证医药,8013.46
000934,中证金融,6211.23
000935,中证信息,4650.32
000974,800金融,6975.52
000982,500等权,7369.44
000986,全指能源,2134.59
000987,全指材料,3337.41
000989,全指可选,5114.20
000991,全指医药,8672.86
000992,全指金融,5929.73
000993,全指信息,6187.09
399001,深证成指,10476.29
399002,深成指R,13960.94
399003,成份Ｂ指,8163.07
399004,深证100R,6396.93
399005,中小100,6553.18
399006,创业板指,2147.92
399007,深证300,4381.62
399008,中小300,1325.51
399009,深证200,3965.20
399010,深证700,7447.00
399011,深证1000,5188.13
399012,创业300,3241.62
399013,深市精选,4622.06
399015,中小创新,2576.19
399016,深证创新,4350.02
399017,SME创新,3820.67
399018,创业创新,4480.95
399019,创业200,3897.58
399020,创业小盘,1571.51
399030,碳科技30,2984.69
399050,创新引擎,2509.93
399060,碳科技60,2581.67
399088,深创100,3643.97
399100,新指数,9743.90
399101,中小综指,11937.15
399102,创业板综,3028.57
399103,乐富指数,7552.19
399106,深证综指,2078.88
399107,深证Ａ指,2174.69
399108,深证Ｂ指,1220.85
399231,农林指数,1253.66
399232,采矿指数,2820.84
399233,制造指数,2672.00
399234,水电指数,879.55
399235,建筑指数,936.20
399236,批零指数,1382.93
399237,运输指数,1180.76
399238,餐饮指数,1319.51
399239,IT指数,1955.87
399240,金融指数,1484.54
399241,地产指数,1138.00
399242,商务指数,1212.08
399243,科研指数,1357.05
399244,公共指数,554.38
399248,文化指数,917.96
399249,综企指数,2408.17
399258,绿色低碳,3201.85
399259,创业低碳,3366.52
399260,先进制造,2692.15
399261,创业制造,3503.95
399262,数字经济,1912.01
399263,创业数字,2055.93
399264,创业软件,1389.58
399265,创新药械,1018.38
399266,创新能源,2289.12
399269,创质量,4630.95
399274,深新基建,3964.64
399275,创医药,2606.88
399276,创科技,4946.23
399277,公共健康,2643.63
399278,长江100,1572.43
399279,云科技50,3254.99
399280,生物50,2040.79
399281,电子50,3313.14
399282,大数据50,4697.09
399283,机器人50,3515.01
399284,AI 50,3291.75
399285,物联网50,4146.52
399286,区块链50,3820.80
399289,碳中和债,119.61
399290,深转交债,169.26
399291,创精选88,3793.86
399292,民企发展,1163.40
399293,创业大盘,4109.17
399294,中小创Q,2729.45
399295,创价值,4380.68
399296,创成长,4412.45
399297,新浪100,5314.71
399298,深信中高,211.79
399299,深信中低,243.65
399300,沪深300,3942.76
399301,深信用债,215.61
399302,深公司债,219.72
399303,国证2000,8362.17
399306,深证ETF,1509.28
399307,深证转债,319.14
399310,国证A50,6392.00
399311,国证1000,4140.15
399312,国证300,4422.50
399313,巨潮100,4758.64
399314,巨潮大盘,4381.56
399315,巨潮中盘,3804.81
399316,巨潮小盘,4888.67
399317,国证Ａ指,5691.06
399318,国证Ｂ指,5067.62
399319,资源优势,2406.36
399320,国证服务,2197.37
399321,国证红利,7592.06
399322,国证治理,8775.17
399324,深证红利,8412.25
399326,成长40,4258.30
399328,深证治理,8689.81
399330,深证100,4543.74
399333,中小100R,7930.30
399335,深证央企,3772.33
399337,深证民营,4627.02
399339,深证科技,6828.23
399341,深证责任,1465.32
399344,深证300R,5737.51
399346,深证成长,3000.18
399348,深证价值,5854.47
399350,皖江30,2136.02
399351,创新示范,9059.23
399352,深企综指,9250.70
399353,国证物流,2172.46
399354,分析师指数,7284.68
399355,长三角,3373.00
399356,珠三角,9422.77
