code,name,index
777000,IF2603多单持仓排行,121986
777001,IF2603空单持仓排行,144035
778000,中信证券多单持仓,16851
778001,中信证券空单持仓,20505
000001,上证指数,4136.16
000002,Ａ股指数,4336.89
000003,Ｂ股指数,264.34
000004,工业指数,3908.57
000005,商业指数,2860.47
000006,地产指数,4366.35
000007,公用指数,4907.95
000008,综合指数,3497.61
000009,上证380,7439.68
000010,上证180,10338.46
000011,基金指数,7210.32
000012,国债指数,225.25
000015,红利指数,3060.68
000016,上证50,3032.19
000017,新综指,3496.24
000018,180金融,5561.08
000019,治理指数,1251.69
000020,中型综指,1889.01
000021,180治理,1083.73
000022,沪公司债,254.03
000025,180基建,1752.91
000026,180资源,6067.95
000027,180运输,760.30
000028,180成长,4141.73
000029,180价值,4240.58
000030,180R成长,2720.16
000031,180R价值,3164.61
000032,上证能源,2014.94
000033,上证材料,4204.81
000034,上证工业,2346.82
000035,上证可选,3076.06
000036,上证消费,10749.77
000037,上证医药,6570.67
000038,上证金融,5539.01
000039,上证信息,6254.03
000040,上证电信,4232.64
000041,上证公用,2590.37
000042,上证央企,1776.02
000043,超大盘,2603.89
000044,上证中盘,4738.36
000045,上证小盘,6481.56
000046,上证中小,5541.98
000047,上证全指,4119.94
000048,责任指数,1460.08
000049,上证民企,2194.14
000050,50等权,2449.40
000051,180等权,9636.61
000052,50基本,2905.07
000053,180基本,12368.31
000054,上证海外,1590.50
000055,上证地企,1610.42
000056,上证国企,1262.70
000057,全指成长,4096.79
000058,全指价值,4648.07
000059,全R成长,3603.60
000060,全R价值,4522.40
000061,沪企债30,178.20
000062,上证沪企,2179.14
000063,上证周期,3968.34
000064,非周期,3752.23
000065,上证龙头,3783.42
000066,上证商品,4103.55
000067,上证新兴,9798.41
000068,上证资源,4572.95
000069,消费80,4956.61
000070,能源等权,2834.96
000071,材料等权,5874.12
000072,工业等权,3204.22
000073,可选等权,3677.02
000074,消费等权,7184.68
000075,医药等权,7208.17
000076,金融等权,5465.04
000077,信息等权,6989.73
000078,电信等权,3885.87
000079,公用等权,2653.20
000090,上证流通,1540.31
000091,沪财中小,16224.00
000092,资源50,5508.12
000093,180分层,12494.18
000094,上证上游,5104.21
000095,上证中游,4344.20
000096,上证下游,4253.56
000097,高端装备,13113.87
000098,上证F200,5538.62
000099,上证F300,9981.25
000100,上证F500,6346.68
000101,5年信用,251.99
000102,沪投资品,8557.80
000103,沪消费品,8164.89
000104,380能源,1388.99
000105,380材料,6409.24
000106,380工业,7117.52
000107,380可选,5944.61
000108,380消费,13018.06
000109,380医药,10469.73
000110,380金融,4326.36
000111,380信息,11662.19
000112,380电信,6825.93
000113,380公用,3274.48
000114,持续产业,1331.39
000115,380等权,9686.26
000116,信用100,199.04
000117,380成长,4861.75
000118,380价值,10958.68
000119,380R成长,4983.53
000120,380R价值,10839.88
000121,医药主题,8349.06
000122,农业主题,1750.26
000123,180动态,7555.59
000125,180稳定,11480.97
000126,消费50,8315.36
000128,380基本,9922.35
000129,180波动,14989.40
000130,380波动,13971.72
000131,上证高新,4199.23
000132,上证100,6698.73
000133,上证150,7871.21
000134,上证银行,954.55
000135,180高贝,6873.61
000136,180低贝,12416.65
000137,380高贝,6973.42
000138,380低贝,8535.95
000139,上证转债,464.89
000141,380动态,4512.68
000142,380稳定,10836.60
000145,优势资源,9439.65
000146,优势制造,8959.81
000147,优势消费,6733.46
000148,消费领先,9588.39
000149,180红利,3853.45
000150,380红利,12334.55
000151,上国红利,1530.08
000152,上央红利,2816.12
000153,上民红利,3359.47
000155,市值百强,3335.20
000158,上证环保,1489.93
000159,沪股通,3900.77
000160,沪新丝路,2327.74
000161,沪中国造,2002.10
000162,沪互联+,3914.69
000170,50AH优选,6343.28
000300,沪深300,4702.50
000510,中证A500,5935.11
000680,科创综指,1899.78
000681,科创价格,1833.77
000682,科创信息,2365.19
000683,科创生物,1140.16
000685,科创芯片,3108.97
000687,科创高装,1534.04
000688,科创50,1553.71
000689,科创材料,1443.96
000690,科创成长,2092.91
000691,科创ESG,1686.40
000692,科创新能,1417.18
000693,科创机械,1671.79
000695,科长三角,1186.33
000697,科大湾区,1543.21
000698,科创100,1706.73
000699,科创200,1589.27
000802,500沪市,8636.56
000814,细分医药,8560.47
000819,有色金属,11107.73
000823,800有色,12882.22
000827,中证环保,2005.45
000847,腾讯济安,3816.92
000849,300非银,10834.74
000851,百发100,22963.87
000852,中证1000,8470.74
000853,CSSW丝路,1658.93
000854,500原料,7076.70
000856,500工业,8809.58
000857,500医药,10974.33
000858,500信息,12573.55
000860,结构调整,1298.41
000863,CS精准医,2921.61
000865,上海国企,1570.03
000867,港中小企,2887.70
000869,HK银行,4359.62
000888,上证收益,4741.29
000891,新兴综指,2068.11
000901,小康指数,6453.85
000903,中证A100,4602.74
000905,中证500,8590.17
000906,中证800,5376.18
000913,300医药,8394.40
000914,300金融,6356.59
000928,中证能源,3040.65
000932,中证消费,14860.61
000933,中证医药,8425.00
000934,中证金融,5991.92
000935,中证信息,7192.85
000974,800金融,6705.07
000982,500等权,10236.72
000986,全指能源,2439.64
000987,全指材料,5804.04
000989,全指可选,5722.17
000991,全指医药,9097.06
000992,全指金融,5750.70
000993,全指信息,9542.23
399001,深证成指,14439.66
399002,深成指R,19392.14
399003,成份Ｂ指,8173.79
399004,深证100R,8391.80
399005,中小100,8883.33
399006,创业板指,3349.50
399007,深证300,6016.93
399008,中小300,1797.21
399009,深证200,6052.20
399010,深证700,9918.35
399011,深证1000,7054.23
399012,创业300,4800.20
399013,深市精选,5948.21
399015,中小创新,3303.85
399016,深证创新,6438.47
399017,SME创新,5423.00
399018,创业创新,6797.28
399019,创业200,5072.97
399020,创业小盘,2032.15
399030,碳科技30,4849.26
399050,创新引擎,3208.96
399060,碳科技60,3620.86
399088,深创100,5280.89
399100,新指数,12915.22
399101,中小综指,15806.71
399102,创业板综,4234.47
399103,乐富指数,9551.77
399106,深证综指,2746.01
399107,深证Ａ指,2873.39
399108,深证Ｂ指,1252.34
399231,农林指数,1334.66
399232,采矿指数,5136.27
399233,制造指数,3780.36
399234,水电指数,1030.73
399235,建筑指数,1159.04
399236,批零指数,1662.68
399237,运输指数,1120.12
399239,IT指数,2338.58
399240,金融指数,1607.11
399241,地产指数,1287.63
399242,商务指数,1731.89
399243,科研指数,1626.44
399244,公共指数,675.27
399248,文化指数,1010.24
399258,绿色低碳,4617.16
399259,创业低碳,5223.49
399260,先进制造,3832.66
399261,创业制造,6625.97
399262,数字经济,3027.62
399263,创业数字,3660.68
399264,创业软件,1654.64
399265,创新药械,1096.09
399266,创新能源,3868.72
399267,专精特新,2580.91
399268,深小巨人,2393.77
399269,创质量,8631.34
399274,深新基建,6328.30
399275,创医药,2804.46
399276,创科技,8689.28
399277,公共健康,2943.17
399278,长江100,2267.24
399279,云科技50,5463.04
399280,生物50,2161.63
399281,电子50,4879.68
399282,大数据50,5797.97
399283,机器人50,4745.03
399284,AI 50,4247.82
399285,物联网50,6843.38
399286,区块链50,4400.63
399289,碳中和债,121.07
399290,深转交债,205.61
399291,创精选88,5125.79
399292,民企发展,1654.77
399293,创业大盘,6541.04
399294,中小创Q,3767.40
399295,创价值,5804.20
399296,创成长,6148.49
399297,新浪100,6675.63
399298,深信中高,214.40
399299,深信中低,246.96
399300,沪深300,4702.50
399301,深信用债,218.27
399302,深公司债,220.91
399303,国证2000,11173.26
399306,深证ETF,1918.34
399307,深证转债,389.69
399310,国证A50,8026.61
399311,国证1000,5232.54
399312,国证300,5644.05
399313,巨潮100,5345.60
399314,巨潮大盘,5148.56
399315,巨潮中盘,5286.42
399316,巨潮小盘,6854.01
399317,国证Ａ指,7364.62
399318,国证Ｂ指,5248.00
399319,资源优势,3769.46
399320,国证服务,2154.47
399321,国证红利,7489.16
399322,国证治理,10287.86
399324,深证红利,9585.78
399326,成长40,6684.12
399328,深证治理,11006.95
399330,深证100,5898.63
399333,中小100R,10842.19
399335,深证央企,4699.70
399337,深证民营,6812.32
399339,深证科技,9390.01
399341,深证责任,1712.99
399344,深证300R,7946.04
399346,深证成长,4628.46
399348,深证价值,6880.07
399350,皖江30,3243.50
399351,创新示范,10940.74
399352,深企综指,11290.48
399353,国证物流,2160.76
399354,分析师指数,8451.53
399355,长三角,3770.05
399356,珠三角,10107.75
399357,环渤海,3631.70
399358,国证环保,5536.62
399359,国证基建,2586.57
399360,新硬件,8588.52
399361,在线消费,4435.79
399362,民企100,8767.30
