code,name,index
777000,IF2512多单持仓排行,108473
777001,IF2512空单持仓排行,115103
778000,中信证券多单持仓,15215
778001,中信证券空单持仓,21251
000001,上证指数,3902.81
000002,Ａ股指数,4091.88
000003,Ｂ股指数,251.78
000004,工业指数,3515.93
000005,商业指数,2841.11
000006,地产指数,4371.94
000007,公用指数,4719.74
000008,综合指数,3620.80
000009,上证380,6325.22
000010,上证180,9934.10
000011,基金指数,7121.82
000012,国债指数,224.64
000015,红利指数,3079.62
000016,上证50,3002.01
000017,新综指,3298.93
000018,180金融,5825.74
000019,治理指数,1226.93
000020,中型综指,1630.63
000021,180治理,1073.98
000022,沪公司债,253.40
000025,180基建,1813.70
000026,180资源,5329.43
000027,180运输,761.14
000028,180成长,3828.97
000029,180价值,4399.60
000030,180R成长,2537.67
000031,180R价值,3233.01
000032,上证能源,1967.95
000033,上证材料,3428.73
000034,上证工业,2216.96
000035,上证可选,2959.07
000036,上证消费,11009.08
000037,上证医药,6489.27
000038,上证金融,5803.06
000039,上证信息,5369.53
000040,上证电信,3860.18
000041,上证公用,2614.49
000042,上证央企,1817.41
000043,超大盘,2591.75
000044,上证中盘,4513.59
000045,上证小盘,5534.90
000046,上证中小,5003.18
000047,上证全指,3870.55
000048,责任指数,1461.09
000049,上证民企,1988.73
000050,50等权,2406.15
000051,180等权,9236.23
000052,50基本,3001.73
000053,180基本,12535.74
000054,上证海外,1577.56
000055,上证地企,1545.26
000056,上证国企,1235.07
000057,全指成长,3771.71
000058,全指价值,4676.62
000059,全R成长,3262.27
000060,全R价值,4408.35
000061,沪企债30,178.18
000062,上证沪企,2045.84
000063,上证周期,3950.98
000064,非周期,3550.42
000065,上证龙头,3565.37
000066,上证商品,3418.20
000067,上证新兴,8656.27
000068,上证资源,3882.88
000069,消费80,4946.28
000070,能源等权,2676.95
000071,材料等权,4573.53
000072,工业等权,2968.59
000073,可选等权,3459.52
000074,消费等权,7164.59
000075,医药等权,7123.56
000076,金融等权,5657.55
000077,信息等权,5852.90
000078,电信等权,3236.24
000079,公用等权,2569.19
000090,上证流通,1415.22
000091,沪财中小,14278.22
000092,资源50,4654.33
000093,180分层,12022.26
000094,上证上游,4342.18
000095,上证中游,3739.96
000096,上证下游,4263.12
000097,高端装备,10946.56
000098,上证F200,5498.29
000099,上证F300,8940.46
000100,上证F500,6188.73
000101,5年信用,251.25
000102,沪投资品,7371.42
000103,沪消费品,8108.73
000104,380能源,1295.65
000105,380材料,5091.38
000106,380工业,5627.45
000107,380可选,5629.66
000108,380消费,12227.48
000109,380医药,10030.92
000110,380金融,4231.84
000111,380信息,9358.88
000112,380电信,5555.21
000113,380公用,2987.50
000114,持续产业,1245.11
000115,380等权,8390.85
000116,信用100,198.64
000117,380成长,4186.84
000118,380价值,10019.95
000119,380R成长,4167.09
000120,380R价值,9391.34
000121,医药主题,8222.00
000122,农业主题,1620.77
000123,180动态,6907.06
000125,180稳定,11942.55
000126,消费50,8283.72
000128,380基本,8920.87
000129,180波动,15383.34
000130,380波动,13366.06
000131,上证高新,3583.53
000132,上证100,5888.75
000133,上证150,6531.07
000134,上证银行,1046.95
000135,180高贝,6083.67
000136,180低贝,13081.11
000137,380高贝,5575.67
000138,380低贝,8188.96
000139,上证转债,420.56
000141,380动态,3729.06
000142,380稳定,9643.53
000145,优势资源,7842.87
000146,优势制造,7513.37
000147,优势消费,6858.76
000148,消费领先,9439.31
000149,180红利,4048.86
000150,380红利,11761.82
000151,上国红利,1561.06
000152,上央红利,2909.60
000153,上民红利,3137.09
000155,市值百强,3255.81
000158,上证环保,1294.14
000159,沪股通,3589.03
000160,沪新丝路,2076.64
000161,沪中国造,1685.70
000162,沪互联+,3593.17
000170,50AH优选,6203.34
000300,沪深300,4584.54
000510,中证A500,5513.75
000680,科创综指,1576.52
000681,科创价格,1521.81
000682,科创信息,1931.39
000683,科创生物,1118.16
000685,科创芯片,2523.47
000687,科创高装,1222.73
000688,科创50,1326.10
000689,科创材料,1120.86
000690,科创成长,1750.92
000691,科创ESG,1404.06
000692,科创新能,1127.44
000693,科创机械,1328.72
000695,科长三角,977.72
000697,科大湾区,1268.38
000698,科创100,1376.02
000699,科创200,1236.49
000802,500沪市,7292.08
000814,细分医药,8593.30
000819,有色金属,8689.03
000823,800有色,10086.27
000827,中证环保,1859.63
000847,腾讯济安,3470.17
000849,300非银,10650.98
000851,百发100,19842.35
000852,中证1000,7342.49
000853,CSSW丝路,1631.90
000854,500原料,5515.27
000856,500工业,6997.27
000857,500医药,10616.46
000858,500信息,9801.40
000860,结构调整,1200.55
000863,CS精准医,2708.02
000865,上海国企,1490.61
000867,港中小企,2773.46
000869,HK银行,4346.53
000888,上证收益,4457.92
000891,新兴综指,1813.85
000901,小康指数,6373.21
000903,中证A100,4468.13
000905,中证500,7097.84
000906,中证800,5004.29
000913,300医药,8444.69
