code,name,index
777020,IH2506多单持仓排行,34967
777021,IH2506空单持仓排行,38917
777000,IF2506多单持仓排行,81720
777001,IF2506空单持仓排行,90422
777010,IC2506多单持仓排行,70661
777011,IC2506空单持仓排行,72543
000001,上证指数,3384.82
000002,Ａ股指数,3547.55
000003,Ｂ股指数,256.91
000004,工业指数,2891.97
000005,商业指数,2734.39
000006,地产指数,4616.61
000007,公用指数,4632.57
000008,综合指数,3301.66
000009,上证380,5436.80
000010,上证180,8562.24
000011,基金指数,6914.11
000012,国债指数,224.93
000015,红利指数,3089.16
000016,上证50,2676.40
000017,新综指,2860.50
000018,180金融,5661.24
000019,治理指数,1129.59
000020,中型综指,1280.61
000021,180治理,999.88
000022,沪公司债,250.08
000025,180基建,1866.84
000026,180资源,3731.62
000027,180运输,789.08
000028,180成长,3152.57
000029,180价值,4292.94
000030,180R成长,2063.02
000031,180R价值,3075.47
000032,上证能源,1825.35
000033,上证材料,2320.38
000034,上证工业,2026.37
000035,上证可选,2692.94
000036,上证消费,11414.55
000037,上证医药,6219.71
000038,上证金融,5645.35
000039,上证信息,3655.75
000040,上证电信,3626.25
000041,上证公用,2526.82
000042,上证央企,1734.73
000043,超大盘,2157.91
000044,上证中盘,3973.78
000045,上证小盘,4608.92
000046,上证中小,4293.55
000047,上证全指,3379.74
000048,责任指数,1410.66
000049,上证民企,1569.04
000050,50等权,2058.18
000051,180等权,8074.19
000052,50基本,2816.79
000053,180基本,11673.77
000054,上证海外,1387.98
000055,上证地企,1394.58
000056,上证国企,1127.18
000057,全指成长,3233.25
000058,全指价值,4429.78
000059,全R成长,2695.50
000060,全R价值,4038.16
000061,沪企债30,178.12
000062,上证沪企,1898.45
000063,上证周期,3563.31
000064,非周期,3065.80
000065,上证龙头,3165.38
000066,上证商品,2552.22
000067,上证新兴,6616.82
000068,上证资源,2787.06
000069,消费80,4760.73
000070,能源等权,2507.75
000071,材料等权,3135.13
000072,工业等权,2657.38
000073,可选等权,3075.03
000074,消费等权,7048.41
000075,医药等权,7245.29
000076,金融等权,5528.05
000077,信息等权,4181.35
000078,电信等权,3069.93
000079,公用等权,2400.20
000090,上证流通,1222.23
000091,沪财中小,11866.88
000092,资源50,3390.04
000093,180分层,11002.62
000094,上证上游,3070.67
000095,上证中游,2839.33
000096,上证下游,4211.56
000097,高端装备,8092.10
000098,上证F200,5107.19
000099,上证F300,7755.11
000100,上证F500,5685.85
000101,5年信用,248.04
000102,沪投资品,5418.41
000103,沪消费品,7988.57
000104,380能源,1271.63
000105,380材料,3927.88
000106,380工业,4581.13
000107,380可选,5169.29
000108,380消费,12094.38
000109,380医药,10210.21
000110,380金融,3968.12
000111,380信息,7720.66
000112,380电信,4509.11
000113,380公用,2597.81
000114,持续产业,1127.33
000115,380等权,7225.86
000116,信用100,197.32
000117,380成长,3532.55
000118,380价值,8947.81
000119,380R成长,3530.01
000120,380R价值,8198.07
000121,医药主题,8340.43
000122,农业主题,1530.10
000123,180动态,5545.20
000125,180稳定,11416.83
000126,消费50,8025.27
000128,380基本,7824.04
000129,180波动,14758.19
000130,380波动,12276.62
000131,上证高新,2825.84
000132,上证100,5130.79
000133,上证150,5117.15
000134,上证银行,1073.84
000135,180高贝,5172.73
000136,180低贝,11802.81
000137,380高贝,4429.29
000138,380低贝,7361.22
000139,上证转债,382.40
000141,380动态,3085.53
000142,380稳定,8577.72
000145,优势资源,5362.75
000146,优势制造,6029.31
000147,优势消费,7047.77
000148,消费领先,8726.26
000149,180红利,4020.06
000150,380红利,11590.80
000151,上国红利,1542.00
000152,上央红利,2747.91
000153,上民红利,3007.57
000155,市值百强,2864.81
000158,上证环保,1057.13
000159,沪股通,3106.70
000160,沪新丝路,1744.35
000161,沪中国造,1396.65
000162,沪互联+,3143.84
000170,50AH优选,5314.60
000300,沪深300,3865.47
000510,中证A500,4536.05
000680,科创综指,1189.69
000681,科创价格,1152.25
