code,name,index
777000,IF2512多单持仓排行,107068
777001,IF2512空单持仓排行,121179
000001,上证指数,3828.58
000002,Ａ股指数,4013.31
000003,Ｂ股指数,260.52
000004,工业指数,3514.41
000005,商业指数,2893.26
000006,地产指数,4797.16
000007,公用指数,4603.56
000008,综合指数,3369.75
000009,上证380,6441.78
000010,上证180,9887.88
000011,基金指数,7119.75
000012,国债指数,224.74
000015,红利指数,2962.03
000016,上证50,2922.18
000017,新综指,3235.98
000018,180金融,5508.80
000019,治理指数,1183.47
000020,中型综指,1691.60
000021,180治理,1031.80
000022,沪公司债,252.28
000025,180基建,1780.92
000026,180资源,4573.68
000027,180运输,763.41
000028,180成长,3849.94
000029,180价值,4181.81
000030,180R成长,2557.33
000031,180R价值,3106.21
000032,上证能源,1809.04
000033,上证材料,3029.37
000034,上证工业,2165.38
000035,上证可选,3151.33
000036,上证消费,11356.18
000037,上证医药,7314.53
000038,上证金融,5482.14
000039,上证信息,5810.29
000040,上证电信,3953.05
000041,上证公用,2500.71
000042,上证央企,1751.64
000043,超大盘,2570.29
000044,上证中盘,4512.45
000045,上证小盘,5629.01
000046,上证中小,5042.03
000047,上证全指,3840.59
000048,责任指数,1419.48
000049,上证民企,2032.71
000050,50等权,2332.16
000051,180等权,9075.46
000052,50基本,2825.64
000053,180基本,12038.98
000054,上证海外,1481.72
000055,上证地企,1500.05
000056,上证国企,1167.01
000057,全指成长,3799.31
000058,全指价值,4419.28
000059,全R成长,3332.39
000060,全R价值,4255.17
000061,沪企债30,177.82
000062,上证沪企,2082.66
000063,上证周期,3670.54
000064,非周期,3685.11
000065,上证龙头,3559.74
000066,上证商品,3100.71
000067,上证新兴,8671.16
000068,上证资源,3415.75
000069,消费80,5351.16
000070,能源等权,2596.34
000071,材料等权,4097.44
000072,工业等权,2878.67
000073,可选等权,3620.49
000074,消费等权,7285.17
000075,医药等权,7714.29
000076,金融等权,5354.31
000077,信息等权,6102.40
000078,电信等权,3280.23
000079,公用等权,2466.93
000090,上证流通,1409.61
000091,沪财中小,14368.87
000092,资源50,4134.32
000093,180分层,12073.84
000094,上证上游,3767.73
000095,上证中游,3821.69
000096,上证下游,4517.04
000097,高端装备,11235.38
000098,上证F200,5290.70
000099,上证F300,8984.72
000100,上证F500,5998.27
000101,5年信用,250.02
000102,沪投资品,6671.00
000103,沪消费品,8800.21
000104,380能源,1284.69
000105,380材料,4790.77
000106,380工业,5598.71
000107,380可选,6058.67
000108,380消费,12400.66
000109,380医药,11046.21
000110,380金融,4173.67
000111,380信息,9884.28
000112,380电信,6216.41
000113,380公用,2913.49
000114,持续产业,1176.07
000115,380等权,8536.81
000116,信用100,198.33
000117,380成长,4305.81
000118,380价值,9647.43
000119,380R成长,4342.97
000120,380R价值,9325.07
000121,医药主题,9007.74
000122,农业主题,1574.66
000123,180动态,6961.11
000125,180稳定,11535.10
000126,消费50,8722.62
000128,380基本,8888.08
000129,180波动,14819.80
000130,380波动,13141.47
000131,上证高新,4056.74
000132,上证100,5944.31
000133,上证150,6526.40
000134,上证银行,990.98
000135,180高贝,6023.65
000136,180低贝,12974.10
000137,380高贝,5979.11
000138,380低贝,8056.16
000139,上证转债,412.00
000141,380动态,3928.68
000142,380稳定,9458.68
000145,优势资源,6857.43
000146,优势制造,7288.38
000147,优势消费,7307.93
000148,消费领先,9872.84
000149,180红利,3872.30
000150,380红利,11521.52
000151,上国红利,1500.90
000152,上央红利,2803.25
000153,上民红利,3103.91
000155,市值百强,3207.41
000158,上证环保,1290.65
000159,沪股通,3575.53
000160,沪新丝路,1946.01
000161,沪中国造,1694.86
000162,沪互联+,3755.88
000170,50AH优选,6027.19
000300,沪深300,4522.61
000510,中证A500,5457.29
000680,科创综指,1658.35
000681,科创价格,1601.53
000682,科创信息,2029.78
000683,科创生物,1251.65
000685,科创芯片,2636.85
000687,科创高装,1304.36
000688,科创50,1408.64
000689,科创材料,1121.90
000690,科创成长,1755.42
000691,科创ESG,1470.01
000692,科创新能,1144.61
000693,科创机械,1425.79
000695,科长三角,1034.29
000697,科大湾区,1353.87
000698,科创100,1442.20
000699,科创200,1294.21
000802,500沪市,7386.26
000814,细分医药,9514.41
000819,有色金属,7270.09
000823,800有色,8446.49
000827,中证环保,1744.89
000847,腾讯济安,3460.00
000849,300非银,10399.42
000851,百发100,19187.26
000852,中证1000,7489.48
000853,CSSW丝路,1592.10
000854,500原料,5077.67
000856,500工业,6908.04
000857,500医药,11214.54
000858,500信息,10399.97
000860,结构调整,1197.90
000863,CS精准医,3077.64
000865,上海国企,1484.15
000867,港中小企,2929.53
000869,HK银行,4009.42
000888,上证收益,4363.01
000891,新兴综指,1858.97
000901,小康指数,6114.42
000903,中证A100,4352.26
000905,中证500,7225.13
000906,中证800,4978.54
000913,300医药,9575.83
000914,300金融,6377.36
000928,中证能源,2694.97
000932,中证消费,16489.77
000933,中证医药,9201.66
000934,中证金融,6025.32
000935,中证信息,6662.31
000974,800金融,6717.75
000982,500等权,8732.74
000986,全指能源,2162.21
000987,全指材料,4134.41
000989,全指可选,5699.55
000991,全指医药,9933.82
000992,全指金融,5766.74
000993,全指信息,8803.84
399001,深证成指,13157.97
399002,深成指R,17620.08
399003,成份Ｂ指,8953.82
399004,深证100R,8170.47
399005,中小100,8131.90
399006,创业板指,3107.89
399007,深证300,5566.07
399008,中小300,1639.34
399009,深证200,5048.97
399010,深证700,8645.59
399011,深证1000,6404.67
399012,创业300,4409.71
399013,深市精选,5426.66
399015,中小创新,2951.85
399016,深证创新,5677.38
399017,SME创新,4978.01
399018,创业创新,5803.45
399019,创业200,4497.34
399020,创业小盘,1788.27
399030,碳科技30,4294.41
399050,创新引擎,3133.87
399060,碳科技60,3244.76
399088,深创100,4859.26
399100,新指数,11697.85
399101,中小综指,14313.62
399102,创业板综,3877.25
399103,乐富指数,9061.87
399106,深证综指,2486.42
399107,深证Ａ指,2601.29
399108,深证Ｂ指,1347.79
399231,农林指数,1442.22
399232,采矿指数,3392.58
399233,制造指数,3342.21
399234,水电指数,888.22
399235,建筑指数,1081.41
399236,批零指数,1522.35
399237,运输指数,1126.07
399238,餐饮指数,1493.23
399239,IT指数,2207.83
399240,金融指数,1685.06
399241,地产指数,1308.22
399242,商务指数,1409.28
399243,科研指数,1515.88
399244,公共指数,629.04
399248,文化指数,997.33
399249,综企指数,2596.20
399258,绿色低碳,4114.12
399259,创业低碳,4643.60
399260,先进制造,3625.30
399261,创业制造,5737.53
399262,数字经济,2814.56
399263,创业数字,3094.44
399264,创业软件,1616.76
399265,创新药械,1148.44
399266,创新能源,3388.73
399267,专精特新,2216.06
399268,深小巨人,2042.37
399269,创质量,7470.72
399274,深新基建,5753.76
399275,创医药,2909.13
399276,创科技,7459.22
399277,公共健康,2826.84
399278,长江100,2055.74
399279,云科技50,4783.22
399280,生物50,2250.11
399281,电子50,4781.29
399282,大数据50,5694.32
399283,机器人50,4631.04
399284,AI 50,4089.48
399285,物联网50,5904.06
399286,区块链50,4232.29
399289,碳中和债,120.26
399290,深转交债,182.58
399291,创精选88,4338.16
399292,民企发展,1448.73
399293,创业大盘,6283.35
399294,中小创Q,3541.81
399295,创价值,5524.52
399296,创成长,5896.98
399297,新浪100,5893.71
399298,深信中高,212.85
399299,深信中低,244.92
399300,沪深300,4522.61
399301,深信用债,216.69
399302,深公司债,220.37
399303,国证2000,9783.12
399306,深证ETF,1823.67
399307,深证转债,342.33
399310,国证A50,7851.07
399311,国证1000,4832.03
399312,国证300,5346.06
399313,巨潮100,5350.88
399314,巨潮大盘,5011.49
399315,巨潮中盘,4584.24
399316,巨潮小盘,5860.42
399317,国证Ａ指,6661.39
399318,国证Ｂ指,5350.95
399319,资源优势,2791.68
399320,国证服务,2135.22
399321,国证红利,7380.69
399322,国证治理,9949.16
399324,深证红利,8968.39
399326,成长40,5765.98
399328,深证治理,10866.58
399330,深证100,5764.89
399333,中小100R,9893.84
399335,深证央企,4238.60
399337,深证民营,6433.42
399339,深证科技,9047.51
399341,深证责任,1666.88
399344,深证300R,7327.29
399346,深证成长,4179.23
399348,深证价值,6339.16
399350,皖江30,2740.97
399351,创新示范,10982.49
399352,深企综指,10954.90
399353,国证物流,2133.12
399354,分析师指数,8149.81
399355,长三角,3683.26
399356,珠三角,10430.35
399357,环渤海,3388.54
399358,国证环保,5222.59
399359,国证基建,2645.87
399360,新硬件,8102.27
399361,在线消费,4162.26
399362,民企100,8659.16
399363,国证算力,9373.51
399364,消费100,11117.33
399365,国证粮食,12341.50
399366,能源金属,2204.18
399367,1000地产,2975.75
399368,国证军工,7885.09
399369,国证责任,1532.80
399370,国证成长,4853.14
399371,国证价值,6757.49
399372,大盘成长,5130.07
399373,大盘价值,8020.91
399374,中盘成长,4201.12
399375,中盘价值,5456.23
399376,小盘成长,6036.13
399377,小盘价值,7488.57
399378,ESG 300,2837.16
399379,国证基金,9168.17
399380,国证ETF,1814.62
399381,1000能源,2799.32
399382,1000材料,3134.89
399383,1000工业,2814.78
399384,1000可选,4265.38
399385,1000消费,10019.02
399386,1000医药,6501.88
399387,1000金融,5396.78
