code,name,index
777000,IF2512多单持仓排行,114021
777001,IF2512空单持仓排行,128490
778000,中信证券多单持仓,15470
778001,中信证券空单持仓,26237
000001,上证指数,3912.21
000002,Ａ股指数,4101.20
000003,Ｂ股指数,263.97
000004,工业指数,3568.96
000005,商业指数,2916.60
000006,地产指数,4803.30
000007,公用指数,4760.94
000008,综合指数,3496.88
000009,上证380,6592.56
000010,上证180,10147.18
000011,基金指数,7140.81
000012,国债指数,224.51
000015,红利指数,3073.75
000016,上证50,3001.35
000017,新综指,3306.72
000018,180金融,5730.41
000019,治理指数,1222.89
000020,中型综指,1666.11
000021,180治理,1068.86
000022,沪公司债,252.63
000025,180基建,1838.72
000026,180资源,5182.86
000027,180运输,768.96
000028,180成长,3965.63
000029,180价值,4328.52
000030,180R成长,2623.57
000031,180R价值,3212.97
000032,上证能源,1879.48
000033,上证材料,3393.71
000034,上证工业,2294.16
000035,上证可选,3064.09
000036,上证消费,11438.69
000037,上证医药,6965.62
000038,上证金融,5697.59
000039,上证信息,5705.41
000040,上证电信,3950.36
000041,上证公用,2636.19
000042,上证央企,1810.51
000043,超大盘,2608.78
000044,上证中盘,4663.01
000045,上证小盘,5760.68
000046,上证中小,5186.65
000047,上证全指,3948.04
000048,责任指数,1449.42
000049,上证民企,2061.74
000050,50等权,2408.30
000051,180等权,9406.82
000052,50基本,2929.03
000053,180基本,12509.06
000054,上证海外,1550.31
000055,上证地企,1583.31
000056,上证国企,1229.35
000057,全指成长,3889.81
000058,全指价值,4608.69
000059,全R成长,3391.02
000060,全R价值,4417.83
000061,沪企债30,177.72
000062,上证沪企,2142.82
000063,上证周期,3882.62
000064,非周期,3697.28
000065,上证龙头,3629.59
000066,上证商品,3402.67
000067,上证新兴,8999.90
000068,上证资源,3821.80
000069,消费80,5201.70
000070,能源等权,2694.75
000071,材料等权,4535.32
000072,工业等权,3053.01
000073,可选等权,3549.50
000074,消费等权,7347.19
000075,医药等权,7459.96
000076,金融等权,5602.17
000077,信息等权,6131.22
000078,电信等权,3285.39
000079,公用等权,2625.47
000090,上证流通,1439.73
000091,沪财中小,14452.47
000092,资源50,4536.10
000093,180分层,12367.34
000094,上证上游,4261.95
000095,上证中游,3894.29
000096,上证下游,4445.65
000097,高端装备,11396.82
000098,上证F200,5495.42
000099,上证F300,9141.02
000100,上证F500,6208.68
000101,5年信用,250.38
000102,沪投资品,7434.62
000103,沪消费品,8584.21
000104,380能源,1338.18
000105,380材料,5116.27
000106,380工业,5782.50
000107,380可选,5867.06
000108,380消费,12431.54
000109,380医药,10741.34
000110,380金融,4319.62
000111,380信息,10195.57
000112,380电信,5827.52
000113,380公用,3126.82
000114,持续产业,1278.15
000115,380等权,8711.94
000116,信用100,198.43
000117,380成长,4341.68
000118,380价值,10078.46
000119,380R成长,4400.22
000120,380R价值,9651.78
000121,医药主题,8722.01
000122,农业主题,1621.69
000123,180动态,7142.39
000125,180稳定,11894.15
000126,消费50,8570.59
000128,380基本,9119.64
000129,180波动,15410.87
000130,380波动,13563.57
000131,上证高新,3769.36
000132,上证100,6110.37
000133,上证150,6534.18
000134,上证银行,1027.98
000135,180高贝,6189.38
000136,180低贝,13858.94
000137,380高贝,5999.45
000138,380低贝,8338.28
000139,上证转债,420.99
000141,380动态,3953.22
000142,380稳定,9858.05
000145,优势资源,7766.59
000146,优势制造,7806.99
000147,优势消费,7196.35
000148,消费领先,9679.83
000149,180红利,4008.30
000150,380红利,11895.60
000151,上国红利,1564.81
000152,上央红利,2844.38
000153,上民红利,3221.63
000155,市值百强,3293.50
000158,上证环保,1378.12
000159,沪股通,3655.64
000160,沪新丝路,2090.67
000161,沪中国造,1773.34
000162,沪互联+,3664.80
000170,50AH优选,6167.38
000300,沪深300,4606.29
000510,中证A500,5534.09
000680,科创综指,1641.35
000681,科创价格,1584.84
000682,科创信息,2068.15
000683,科创生物,1180.42
000685,科创芯片,2706.51
000687,科创高装,1290.98
000688,科创50,1430.00
000689,科创材料,1183.51
000690,科创成长,1732.07
000691,科创ESG,1510.97
000692,科创新能,1182.03
000693,科创机械,1395.44
000695,科长三角,1075.36
000697,科大湾区,1335.07
000698,科创100,1428.99
000699,科创200,1262.68
000802,500沪市,7546.49
000814,细分医药,9113.79
000819,有色金属,8475.59
000823,800有色,9924.99
000827,中证环保,1865.49
000847,腾讯济安,3540.40
000849,300非银,10781.33
000851,百发100,19956.50
000852,中证1000,7483.45
000853,CSSW丝路,1594.96
000854,500原料,5423.83
000856,500工业,7094.67
000857,500医药,11113.46
000858,500信息,10267.50
000860,结构调整,1245.39
000863,CS精准医,2876.80
000865,上海国企,1557.60
000867,港中小企,2881.32
000869,HK银行,4058.47
000888,上证收益,4460.99
000891,新兴综指,1847.14
000901,小康指数,6373.94
000903,中证A100,4445.20
000905,中证500,7294.00
000906,中证800,5058.50
000913,300医药,9167.82
000914,300金融,6598.82
000928,中证能源,2797.57
